article_id,headline,text
021-HMZ-1883-06-10-001_toc_1,, HAMELITZ — ם ה׳ סיון ה׳תרמ״ג. מחירו עם המשלוח בפטרבורג ובמדינות רוסיא: לשנה........8 דו' לחצי שנה....4 לרבע שנה..........2.25 גליון אחד בפטרבורג.... קאפ׳ 10—
021-HMZ-1883-06-10-001_toc_2,, דר   מכתב עתי מגיד ליעו  קב כל דבר הנוגע ליהודים בפרט ובעניני מדינה ומדע בכלל
021-HMZ-1883-06-10-001_toc_3,"ו"" . י ן' בסבת החג יצא רק """""" חצי J * גל..."," בסבת החג יצא רק חצי גליון בערב החג. תוכן הענינים: על דבר אחרוני ארץ ישראל. שלמה זלמן קויפמאן. — עזרת סופרים: ראסיין, שלום הלוי הורוויץ. — קול קורא לרבני פלך סובאלק. אברהם דובער אייזענדארף ע״ד הישיבה בעיר שווינצאן. עקיבא קאווארשקע ועוד אחרים. — מעשים בכל יום: א) בארצנו: ס״ט פ״ב, פאנעוויעז; באלטא; טאלנא. — ב) חוץ לארצנו. — הליכות עולם — מאמר מדע: תשובה לבררגש. י״ל גארדאן. — מודעות. "
021-HMZ-1883-06-10-001_toc_4, על דבר אתרוני ארץ ישראל.,"  על דבר אתרוני ארץ ישראל. „בהמליץ"" No. 34 קרא ה׳ ארז וה׳ עפשטיין להרבנים ולסוחרי אחרונים. לתת היתרון לאחרוני א״י לטובת ישובה, ואם כי לא רב ולא סוחר אתרוגים אני, התעוררתי להכניס עצמי בדבר מצוה זו ודברתי עם שני סוחרי אתרוגים מפורסמים פה, הנוסעים שנה שנה לטריעסט ולגענוא לקנות אתרוני קארפו וקאָרסיקא וכו׳ וישלחום לערים הגדולות בגלילותינו וגם להרבו בערים הקטנות. לראשונה לא נאותו לדברי, באמרם כי אם יעשו מסחרם באתרוני ארץ הצבי יניחו מעותיהם על קרן הצבי, כי נתפשטו לרוב וגם מתקלקלים עד מהרה, ואף אם מחירם מצער, יצא שכרם בהפסדם, כאשר הורם הנסיון בשנה העברה. אן כאשר חפצרתי בם לטכם עצה השיבוני אחרי ימים אחדים, כי נכונים הם לעשות חר באתרוני א״י, כי טוב תתם כספם לאחינו מלתת אותו ליונים, רק באופן שלא תקופה פרנסתם, וע״כ הם מתנים, כי על בעלי הפרדסים ומוכרי אחרונים בארץ הקדושה לקיים ולקבל עליהם בחובה שלא ישלחו אתרוגיהם לרוסיא ופולין רק יביאו את פרי עצי הדר שלהם למקום אחד בטריעסט וכדומה, כמשפט היונים בעלי הפרדסים מקארפו, ושם יבאו כל סוחרי את ים ויעשו מצדם גם הם אגודה אחת שלא לקנות אחרונים אחרים כ״א אתרוני א״י, אז יוכל הדבר הגדול הזה לצאת אל הפועל ויביא ברכה לארץ אבותינו, וזולת זאת אי אפשר לבוא למחוז החפץ. אכן אם לא יאותו המוכרים אחרוני א״י, יוכלו כל הסוחרים להתאחד ולעשות חוזה לבלי לקנות רק אתרוני א״י, אז ריוח טוב נשקף להם מאתרוגי קארפו וקארסיקא וכו׳, כי ישארו יחידים בסחורתם זו. ו כן תשובת הסוחרים המפורסמים בעירנו הבקיאים בדבר, ובלי ספק יענוו בסגנון הזה גם יתר הסוחרים, כי לפי הנראה הצדק אתם. ועליך המו״ל המצוה לגומרה כאשר החלות בה, בעודרך את הרבנים ובעלי הפרדסים והמוכרים בא״י והסוחרים בארצנו לבוא לידי הסריי שלמה זלמן קויפמאן. וילקאמיר, בחדש איר הומ״ג.  רות המונופיליסטים דובר מתוך גרונם של הסוחרים במצוות שנקבת בשמותם, אך טובת כיסם הם רואים ותועלת האומה רחוקה מלבם. לו פנו בעצמם אל בעלי הפרדסים בארץ הקדושה ויציעו לפניהם לקנות מהם את כל אחרוגיהם, ממילא לא ימכרו מהם לאחרים לעשות להם קונקורינציא, ואם גם לא יוכלו לקנות את כלם רק חלק גדול מהם לכל צרכי אחינו ברוסיא שהם המרובים בכל רחבי התבל, גם אז נאותו להם לבלי למכור לרוסיא, אך באופן זה אינם בטוחים, אם הקונים מאוסטריא וגרמניא וכדומה לא יביאום לרוסיא. לדעתנו הדבר תלוי לא בהסוחרים רק בהרבנים, הם יוכלו לעשות לחוק בישרחל באיסור לבלי לצאת ידי חובת ד׳ מינין באחרונים אחרים, זולתי של א״י, ומי לא יזכור כי עלתה ביד רבני ווארשא לבד לאסור המסחר באתרוגים בכלל בפולין, רק הגבאים מביה""ח דשם הספיקו אחרונים, לולבין והדפים לכל קהלות יעקב בפולין, במשך שלשים שנה ויותר, בהסכמת הרשות. ומדוע לא יוכלו לעשות זאת לטובת ישוב ארץ הקדושה? ומה בכך אם איזה עשרות עקספלואטאחורים יחדלו לעשות רמיה במסחר המצוה הזאת? המה ימצאו להם מסחרים אחרים בכספם וקופת ישוב א״י תתעשר שנה שנה, ותוכל להושיב משפחות רבות  על אדמת הקדש ארז."
021-HMZ-1883-06-10-001_toc_5,, ГАМЕЛИЦЪ . . — 29 Man ( n( 1883 מחירו עם המשלוח בארצות חוץ למדינתנו: לשנה......10 רו״כ לחצי שנה.......5  לרבע שנה.... בעד מודעות מכל שורה... קאפ׳ 10—
021-HMZ-1883-06-10-001_toc_6,עזרת סופרים," עזרת סופרים ראסיין (פלך קאוונא), אייר. — טובים היו חללי הרעמים מחללי הגזרות לפי שעה, אלה הרעישו את העולם להתמלא עלינו רחמים, ואלה יגועו בסתר : מעצר רעה ויגון מבלי משים ובאין מתעורר להחזיק בם; מקרה הראשונים היה במקומות ידועים והאחרונים—בכל מקום אשר שנאת אויבינו ורשעתם מגעת. — בכפר „לאל"" אשר בקרבת עירנו ישבו מאחינו יותר מעשרים משפחות, ויחיו בשלות השקט שנים הרבה, עתה נתכה עליהם חמת האדון הפולני, 1 וכלם גורשו מהסתפח עוד בנחלתו. לאלה היו בתים אשר בנו וישבו, ולאלה פרנסות שונות אשר מהן לחמם מצאו, ועל כלם יחד עברה כוס החמה ואשר נגזר אין להשיב, והנם הולכים ונעים אל אשר ישאם הרוח מבלי דעת אנה ישאו פשם ומאין יכלכלו נפשות ביתם. זה פרי מכתבי העתים הצוררים לנו בנכליהם והמתאמצים להבאיש ריחנו בעיני עם הארץ ושריו, וצוררנו יעלינסקי המו״ל את מה״ע Rolla„כלה הרעה, כי עולה הוא על שלחן האדונים הפולנים בעלי הנכסים להרבות חרון ומשטמה — ומה אחינו עושים? היודעים אלופינו המסובלים את עני אחיהם, עניי הצאן אשר היו כעת למרמס הפריצים האלה? ואם ישימו לבם לבקש עצה ותחבולה לעצור בעד הרעה ההולכת הלוך וגבור? קצינינו שוקטים על שמריהם ומתנחמים בדי שוא באמרם לנפשם: „טוב, כי של אמת יהיה בימינו!"" רבנינו רועי עדר ד׳ מצאו עתותיהם לדפקם במקל חוב על ענין הקריאה בספרי השכלה וכדומה, והמון העם יוצא למלחמה בעד כל ר""ץ וש״ץ, בעד הכותל המזרחי ושומן העליות, ולמצב הכלל איש לא ישית לבו כאלו לא נגעה הרעה בהם כלל. כמה פעמים צוח „המליץ"" ככרוכיא לכונן ועד סופרים מצוינים לעמוד על נפשנו נגד כל משטינינו ומקטריגינו, להוכיח כחשם על פניהם ולהראות בעליל כי שקר הם דוברים והות נפשם ידברו עלינו— אך אין שומע לו, כמה השכיל לדבר לנו השכם ודבר במאמריו „על המחיה ועל הכלכלה״: „מה שאלתכם ומה בקשתכם״ ועוד כאלה לעורר בנו את החפץ לקום ולעשות בעת לעשות — והכל ללא יועיל, ודבריו — כמדבר אל העצים ועל האבנים. אם כה יוסיפו אחינו לחבק ידיהם, מי יודע מה תהי אחריתנו, וגם שעת הכושר, שעת הרחמים והרצון, בשום אדוננו מלכנו יר״ה את הנזר על ראשו, כליל תחלוף, ומאומה לא והיה לנו בכל העמל אשר נשבע מימים ימימה, ומה כחנו כי ניחל עוד שלום הלוי הורוויץ."
021-HMZ-1883-06-10-001_toc_7,ול קורא לרבני פלך סובאלק.," ול קורא לרבני פלך סובאלק.  אף אם רבים דברו בשאלת עבודת הצבא לישראל ומה״ע לישראל בשפת עברית ורוסית יוסיפו לדבר בזה ויעירו את הרבנים בכל עיר ועיר לשית לב להביא ורים נכונים בספרי מפקד נפשות היהודים, כי רעה גדולה נשקפת לכלל היהדות ברוסיא אם תתאמת בלב הרשות דבת משטינינו כי היהודים מתחמקים מער הצבא, ואותיות מעידות כי יגדל מספר הנמלטים על אחת שבע, יען אין מתעורו בצדק להוכיח באותות ומספרים כי לא בצעקתה הבאה עלינו עשינו וכי ברשימות הקרואים לצבא נמנו מתים שכבר הלכו לעולמם, או כאלה אשר כבר מלאו חובתם בעיר אחרת בארצנו, או עובדים כעת בצבא או חופשה נתנה להם לפי זכיותיהם ורק ברפיון ידים נכתבו בשתים שלש ערים, ואם בעיר אחת מלאו חובתם באמונה נחשבים הם לבורחים בעיר אחרת או בשתים, מקום מולדתם בעצם וראשונה ובמקום מגורי הוריהם לפנים, כי לא נמחקו משם טרם נכתבו בעדה אחרת, ויש רבים אשר כבר עזבו ארץ ולדתם ואינם נכנסים במספר הקרואים לצבא, כמפורש בפקודת לשכת שר הפנים משנת 1874. אך שומע לא היה עד כה לדורשי טוב עמנו, אפילו בדבר שהוא מצות פקוח נפשות. הרבנים שאינם יוצאים מד׳ אמות של הלכה אשר לחנא להם. מלת „תקונים"" ירעדו ויפחדו לתקן גם קלקול כזה, לבלי תת יד לפושעים לבקש"
021-HMZ-1883-06-10-001_toc_8,תקוניס במנהגי שנתקדשו בעיניהם. באופן ארו...," תקונים במנהגי שטות שנתקדשו בעיניהם. באופן אחר לא אוכל לבאר לי סבת עמדם מרחוק לנגע עמם המסוכן מאד, כי ממנו לצרות רבות תוצאות. הן אם נוסיף להתרשל בדבר ירבה שנה שנה מספר הממלטים נפשם מעבודה זו למראה עינים וגם בפוע כי בימי זעם וצוקה אלה יעזבו צעירים רבים את ארצם המקיאה ומריחה אותם ללכת לבקש להם עבודה ומחיה וחרות באשר ימצאו, ואם לא ימחו מספר הפקודים יכתבו במתחבאים לפי שעה עד יעבור מועד הקריאה לצפא, וכאשר יצא הגזר דין כי תחת החסרים יבואו בעלי הזכיות ייראו גם אלה לנפשם ויסתרו עד כלות ימי הלקיחה לצבא וא״כ יכפל וישולש מספר הנעדרים. וביותר באה התלונה לפני הממשלה על פלך סובאלק, אשר על כן יצא מאת נציב ווארשא לדרוש ולחקור סבת הדבר, ויבקש שר הפל סובאלק וימצא שערוריות. בספרי הנולדים ונפטרים ליהודים, כנראה ממכתב הגלוי No. 1999 אשר הוציא ביום 2 מארץ ש״ז אי לזאת מהראוי כי רבני פלך סובאלק ישתדלו לתקן המעות ולהקטין אשפת ישראל, ואם אי אפשר להכחידה כלה, עכ״פ יבדקו היטב בשבע בדיקות את ספרי הנולדים והנפטרים וימחקו את המתים ואת הנמלטים לארץ אחרת זה יותר משלש שנים, את שמות הנכתבים בערים אחרות ולא נמחו מספר חפקודים של תושבי המקום, ושמות אלה אשר כבר התיצבו למקרא הצבא, וכל השגיאות האלה יודיעו בכתב במוקדם האפשרי להממונים על הקריאה, כאשר נתנה רשות לכל איש לעשות זאת עכ״פ שני שבועות קודם ישיבת הועד למקרא הצבא, כי אז החובה עליו לרשום את ההודעות האלה כספר מיוחד ולברר הדבר במשך שבעה ימים, ואם יצא ברור כי יש טעות דמוכח בהרשימות יתקן המעות. וביתר שאת חובה היא כעת על הרבנים לעשות זאת, אחרי אשר בא מכתב גלוי משר הפלך הנזכר, בו נתן צו לשוטרי עיר ועיר לדרוש אחרי הצעירים מבן שמנה עשרה שנה ומעלה לדעת מקום משכנם כעת, וכאשר אין להשען בדרישות וחקירות כאלה, ובפרט באופנים כאלה, אשר רבים מצעירי אחינו בערי המדינה הולכים לשבת לרגל עסקיהם במסחרם בערי רוסיא ושם יעמדו במועדם למקרא הצבא, וכאשר יראה אותם השוטר בבואם לבקר את ביתם יכתבם בכתוב הקרואים לצבא ובהגיע תור להם ימנו בנעלמים בהיותם במרחקים. לא כן הרב דמתא, הוא יוכל לדרוש ולדעת אל נכון מקום משכן כל אחד, אם הוא בחיים ויתגורר בארץ ואם לא מלא עוד את חובתו למלכות. ועליכם הרבנים אפוא המצוה להשתמש במקרה הטוב הזה, כי הכיר שר הפלך כי לא ביהודים האשמה, כי אם בספרי הנולדים והנפטרים, ונכון לבלי החמיץ הדבר ולמנות כל חסרון בהיות לאל ידכם לעשות. ם דובער בר״ש הכהן אייזענדארף משגיח ביה״ס הכללי (מטעם הממשלה) פה שאקי. פסח שני תרמ״ג."
021-HMZ-1883-06-10-001_toc_9,ע״ד הישיבה בעיר שווינצאן.," ע״ד הישיבה בעיר שווינצאן. בהמליץ No. 23 באגרת פתוחה „המהללים והמחללים"". דברי שניהם צדקו יחדיו, „הראשונים"" מסתפקים במועט, דעתם נוחה מבית ת״ת שנפתח לבניהם הקטנים והגדולים ללמוד גפ״ת וגם התחלת לימוד שפת רוסיא, אף ע״י אלו המלמדים והמורים שלמדו עם בניהם עד עתה, דעתם נוחה מחילוף המקום ומשינוי השם לבד. משם חדה לשם סימינאריום, משם כת לשם קלאסע, קול הפעמון בבית הת״ת, המשמיע להבנים עת לצאת ולבוא ינעם גם להוריהם״. — „והאחרונים"" אינם מסתפקים בזה, כי אחרי ששמעו וקראו ההודעה רבה לאורייתא הנדפס במכ״ע הלבנון, עם פראגראמא גדולה ורחבה, וגם בשארי מכ״ע לב״י, המבשרים והמודיעים, שנפתחו שערי אורה, זו תורה והשכלה, להופיע בסימינאריום, או בבית מדרש לרבנים בעיר שווינצאן (אף שלא זה המקום וכו' הראוי לכך), השמועה הטובה הזאת, הביאה שמחה בלבם, החפץ והרצון עוררום להאמין, שהסעמינאריום, או ביהמ״ד לרבנים עפ״י הפראג- ראמא הנ״ל, יגיע באמת למטרת חפצם, לתועלת הכלל; אבל שגו ברואה, עתה נפקחו עיניהם לראות באור בהיר, שמבית ת״ת כזהי יכולה להיות רק תועלת איש פרטי ולא תועלת „הכלל״; מת״ת כזה לא יצאו רבנים תורניים שכילים בישראל, להביא ברכה ותועלת כללית הדרושה מהם בעתים הללו, לת""ת כזה אין שום יתרון על בת""ת שנתייסדו במקומות שונים, אשר אנש עיר ועיר מצאו להם בעצמם מקום מוצא לכסף הדרוש להם ולא השמיעו במרום קולם במכה״ע לבקש נדבות מראשי נדיבי עמנו, ולהראות לפניהם צל ההריו כהרים — לפקח עיני האבות והמנדבים, מצאנו אנחנו הח״מ לחובה להודיע גלוי לכל קושט אמרי אמת ממצב הדבר כפי שהוא. ולראי׳ באנו עה״ח — נאום: עקיבא קאווארשקע, מרדכי געציל הורוויץ, מאיר ביצונסקי, אשר קאווארשקי, נחמן צבי הורוויץ. חקרנו ודרשנו מפי אנשים מהימנים ויעידו לפנינו כי היא ממש ח""י האנשים האלה כי ראוים הם לסמוך עליהם. המו""ל."
021-HMZ-1883-06-10-001_toc_10,".
מעשים בכל יום:
.
.
9
א) בארצנו.
. 
."," . מעשים בכל יום: .  9 א) בארצנו. .  . ס״ט פטרבורג. — ברגע הביא את הגליון על מכבש הדפוס שב אדוננו קומר וביתו בשלום הנה. פאנעוויעז (פלך קאוונא). — השוד והשבר והשריפות האיומות אשר הכו שאיה עריםו כיהן, בעת האחרונה, הקשיחו לבב אחינו המצויינים מאז לרחמנים ב״ד, עד כי הסכינו להביט על המחזות האלה כעל כל דבר מחוייב בחוקי הטבע וע״כ לא יחושו להתעורר לתשועת האומללים לחלצם מרע אמיני השלישי נמכות הדלקות, שבנו להודיע ע""י מכ״ע האסון אשר קרה לעירנו הס ובים והרחוקים להציל את האומללים בתקותנו כי יתעוררו אחינו נדיבי הלב ה מחרפת רעב וצנים פחים, אבל תוחלתנו נכזבה כמעט. אך כשביב תקוה טובה נשקפת לנו עתה מנדבת הרב הגביר הנודע בשמו ובמעשיו, ה׳ צייטלין במאסקווא אשר הי׳ הראשון להחיש לנו עזרתו בטרם בא חג הפסח — סך חמשה ועשרים רו״כ, ע״י הרעדאקציע של המליץ (מלבד נדבה כזו להאומללים הראשונים שבעירינו מחודש מרחשוון העבר). לכן תאמצנו תקותנו הממושכה כי ממנו יראו וכן יעשו גם שאר הנדיבים אשר להטיב ולהושיע כל מגמת נפשם והיתה הרוחה לאומללי עירנו, — וד׳ ירחם עליהם ולא יוסיפו לדאבה עוד. ברכת האומללים תבא על מרחמיהם בזה ובבא. אלי׳ דוד ראבינאוויץ לבית תאומים בהגאון מוהר""ב וצללה""ה העובד נבה״ק פ״ק פאנעוויעז יצ״ו. באלטא. — הג׳ ה׳ יוסף מאריינעס והאברך ה׳ צבי פאזנאנסקי, ואחריהם ה׳ משה פאזנאנסקי וה׳ אייזיק בלאנק שמו עיניהם ולבם לביה״ח לעברים פה, אשר עד כה היה כפרוזדור לשדה הקברות, ובעזרת הנכבדים הנקובים בשמותם שתנה הבית לטוב. ביחוד השתדל ה׳ פאָזנאנסקי לטהר את הבית וכל כליו מכל חלאה וזוהמא וגם הרופא ה׳ בריק יבקר עתה את החולים פעמים בכל יום. זכרה להם אלוה לטובה. אבל כשמוח לבי להודיע דבר טוב כן תשוח עלי נפשי לגלות בהמליץ דרכי העוסקים במצות חסד של אמת, בעלי הח״ק. המה בבואם אל בית המר פיהם מלא עזות וחוצפה, פני להבים פניהם מיין, ויעשו את אשר לבם חפץ. זה ימים אחדים מתה אשה עניה צעירה לימים, ויבא בעלה אל אנשי החבורה ויתן להם שבעה רו״כ לקבור את מתו מלפניו, ויאותו לו. אבל בבואם עם המתה סמוך לביהכ״נ דרשו בדברי בוז ונאצות כי יוסיף להם בעל המתה המי קבורה, ובין כך הניחו את הנפטרת על הארץ. ונשמטו אחד אחד, לשוא בכו קרובי הנפטרת ובעלה לפניהם כי לא יקלו בכבודה, המה כפתן חרש האטימו אזנם. בין כה וכה התאספו שמה אנשים רבים ובתוכם נוצרים אשר שממו חקו על משבתנו ויאמרו: אלה קדושיך ישראל! —עד מתי עוד יהיה כדבר הזה בעירנו? אליהו לערנער טאלנא, (פלך קיוב). — נערה עברית מדלת העם בתי ט״ז שנה נפלה למשכב והרופאים אמרו נואש לחייה, אך כעבור ימים אחדים החלה הנערה לטעום אוכל ותשב לאט לאט לאיתנה לשמחת לב הוריה. אבל לא ארכו להם ימי חדותם, כי כעבור ימים מספר בקום אנשי הבית בבקר מצאוה סרוחה על ערשה וכל רוח חיים אין באפה, ויאמרו בלבם כי נפלה עליה תרדמה עזה ותיקץ אחרי עבור עוד איזה שעות, ויוחילו עד בוש והיא לא התעוררה משנתה גם אם טלטלוה ינסו להחם את רגליה הקרות, לדקור בשרה במחט ולמרוט שערות ראשה, והיא לא הקיצה ולא ניכר בה שום אות הרגשה וחיים, ויעוררו כל בני בית אביה עקת שבר ולקול הצעקה באו רבים וגם אנכי בתוכם. וכאשר קראתי כמה פעמים בהמליץ וביותר בהחוברת „משלוח מנות"" מקרים רבים כי יישנו אנשים כמה ימים תרדמה עזה כמות וכל אות חיים לא נראה במו לעיני בשר וסוף סוף קיצו לתחיה, יעצתי לקרוא לרופא המחוז לבקרה עפ""י מועצות חכמת הרפואה אם עוד נשמתה בה אם אין. הרופא בא וירגיע את הוריה כי עוד היתה בה ורק נרדמה היא ויצו להלעיטה חלב וביצים טרופות וגם סמי מרפא. כה שכבה הנערה עשרה ימים בלי נוע, פתאום פקחה עיניה ומני אז תחליף כח יום יום אוכלת ושותה כאדם בריא. ויהי הדבר לנס לכל יושבי העיר וגם להרופאים ויכתבו זאת זכרון בספר. קותיאל זאלקינד. ובכל זאת חין ספק כי אם ימות ר""ל שמה איש נכבד ימהרו להביאו לקבר ישראל מפני הכבוד ולמען החיש להעלות נשמתו אל תחת כסא הכבוד. ארז."
