article_id,headline,text
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_1,1 111)2111011י 2/ פנ1 1*1 6 נג ^ 10 8 16..., Libanon 2 VoRMALIGE Hebraische Ausgabe des „Israelit
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_2,"1 החפץ להשיג את הלבנוז ן 6 ע""י בוכהאנדלו..."," SE החפץ להשיג את הלבנון ע״י בוכהאנדלונג או ע""י פאסטאמט ידרשוהו מהם בשמו האשכנזי ввв. Абзс. Dва ISRAELI מרוססיא ידרשוהו מאתנו על פי ב ת האדרעססע הזאת: J. Brilin Mainz. Deutschland  בפולין מאת: Ch. Czernowicz, Dzika No. S.  in Warschau. מאמר אשר לא יעלה לרצון על מזבח הלבנון איננו חוזר לבעליו. מכתב בלתי חפשי לא יקובל. בני יהיו לאיש ואיש איש איש אשר היום השלישי אשר ישראל"
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_3,"שנת תשע עשרה נומער כו • ?זר "" ; 3 מכתב ע...", שנת תשע עשרה נומער כו  מ ס מכתב עתי לבני ישראלה
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_4,תוכן ה ע נ י נ י ם: מאמר ראשי: נשיאים ונ..., תוכן הענינים: מאמר ראשי: נשיאים וגשם ורוח אין. דברי הימים: שאלת מצרים. פפ   מכתבי סופרים: ירושלם. חדשות שונות מתפוצות ישראל: קאנסטאנטינאפול. — הגולים בבראדי. — בדבר עלילת דם בהונגאריה. — חיקי ממשלת טירקיא בדבר התיסדות קאלאניות. הודעה אחרונה. הודעות. ירכתי לבנון: פארטהענאפא.
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_5,מחירו לשנה ן I בארצות אשכנז 12 מארק I בא...," e מחירו לשנה בארצות אשכנז, 12 מארק  באוסטריא 7 פלורין א""וו  ברוסיא ופולין 50 ,5 רו״כ. בהודו וכינא 1 פונד שטלג. בשאר ארצות 75 ,18 פראנק. ולמחצית או לרבע שנה בחצי או ברבע ממחיר הקצוב למעלה. מחיר מודעות 20 פפעניג בעד כל שורה, ואם נדפסת איזה פעמים ינוכה ראבאט. הודעת עגונה מקובלת בחנם. n לל העם השלישי החדש יונים בעיר ירושלים וגם רעים לשלל"
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_6,' יוצא לאור בכל שבוע *־ י י להודיע ולבשר...," 2 יוצא לאור בכל שבוע.  להודיע ולבשר ולהורות כל דבר הנדרש לאיש יהודי לדעת באשר הוא יהודי וחבר לחברת האדם מאת יחיאל ברי״ל יצ""ו. דֶּרֶךְ אֱמוּנָה בַּחַרְתִּי (תהלים קי״ט) "
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_7,"?0 . 26 I 3£41#, 2*60 13. ^11 1882 ?מאינ...", הא 26 .אינן מי המור התרמ״ב 1882  
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_8, מאמר ראשי,"  מאמר ראשי המוציא לאור העלים האלה ברך את הנאספים והודה להם על אשר באו, אחדים מהם, ממרחק, אל האספה לשאת ולתת בענין הגדול הזה. ויען וזאמר: ""הודות לאל עליון כי הוטב מעט מצב אחינו בדומאנצה ובעקב זה לא יוסיפו אחינו מהארץ ההוא לעזוב את ארץ מולדתם בהמון רב ורבים מהאומללים הנם שבים עתה אל ארץ מכורותיהם. ובכל זאת חובה מוטלת לחשוב מחשבות בעצה להמציא רוחה לאחינו ברומאניה מאלה המחוזות היושבים צפופים, ובדבר אשר ימצא לרבים מהם מקום לשבת בארצות אחרות ירוח להנשארים. אכן אצבע אלקים היא בראותנו בעת הזאת כי מספר רב מאד מאחינו וביחוד ברומאניה ינהו אחרי ארצנו הקדושה לשוב אליה ולעבוד  אדמתה ולהוציא לחמם מן הארץ בזעת אפם. חלילה לנו להעלים עין מראות כי ההשגחה האלקית תרמוז אלינו לסול מסלה לאחרית ישראל, ומי יודע אולי ראשיתנו המצער ישגא באחריתו מאד. גם בימי זרובבל, יהושע, עזרא ונחמיה  היה ראשית קבוצנו מעט ודל, ומעקשים ומעצורים רבים, אשר אי אפשר לעבור עליהם לפי ראות עיני האדם, פגשו את רועי ישראל הראשונים עלי דרכם; ובכל זאת קמה וגם נצבה ממלכת ישראל גדולה ומאושרת מהארבעים אלף נפש אשר שבו לראשונה משבי הגולה לארצנו הקדושה. לא נכחד מאתנו כי מצב ישראל בימינו אלה שונה מאד ממצב אבותינו בימים ההם, והדברים המעכבים את שבותנו עתה עודם גדולים מהדברים אשר עמדו לשטן עלי דרך גאולי ה׳ עולי בבל. ולכן חפצנו לנסות לראשונה להושיב באה״ק רק חמשים משפחות, ודוקא אנשים כאלה היודעים עבודת אדמה מנעוריהם, והמשפחות האלה תהיינה לקהל ועדה ולא יחסר בה כל דבר שבקדושה הנמצא בעדת ישראל. אז בבוא משה רוענו ורבנו אל אבותינו אשר עבדים היו לפרעה במצרים ויאמר להם בשם ה׳: „פקוד פקדתי אתכם״, ויאמינו ישראל בה׳ ובמשה עבדו, „שכבר סימן זה מסור בידם מיעקב ומיוסף שבלשון זה הם נגאלים, יעקב אמר להם ואלהים פקוד יפקוד אתכם, יוסף אמר להם פקוד יפקוד אלקים אתכם״: — רבות וגדולות נעשו בעמנו לטובת אחינו האומללים מרומאניה; מהם שולחו לאמעריקא, אבל לא כלם מאושרים מרומאניה אשר ישב בירושלם כשנה וחבר ספר טוב ומועיל, ומדוע לא הוזכר גם שמו הטוב? אולי ישב לו נאמר אצל הפתח, הוא המקום אשר רבני רו״ס יכבדוהו בבואם לבתי כנסיות באשכנז, וע״כ לא נכר מקומו ונמח שמו. נשיאים וגשם ורוח אין אנו קוראים במכ״ע Jsraelit גומ׳ 28 (נאדרי בכ״ח) כדברים האלה, לאמר: מאינץ, 10 יולי. אתמול התאספו בבית המוציא לאור העלים האלה אדונים אחדים מאשכנז הנגבית והתיכונית, לשאת ולתת בשאלת התישבות נדחי ישראל באה״ק לעבוד שם את האדמה. ואלה המה האדונים לשמותם במקומותם אשר באו אל האספה: מ. ל. באמבערגער רב הגליל בקיססינגען; הערץ באדענהיימער, עוסק במשא ומתן בדארמשטאדט; בערטראס באנדי, עוסק במו״מ במאינץ; דר. כהן, רב הפלך בפולדא; דר. עהרמאנן, רב בטריער; יוסף פולדא, באנקיע במאינץ; דר. מאקס, רב בדארמשטאדט; דר. פלאטאָ, רב בקאָלן; בנימין דאאס, אוכל מפרי כספו בפראנקפורט על נהר מאין; שלמה משה שוואב, עוסק במו״מ בפ״פ ענ״מ; שמואל שטרויס, אוכל מפרי כספו בקארלסרוה; וס. ד. ווייסקאפף, עוסק במו״מ בבאמבערג. — האדונים רב הגליל דר. סאלווענדי בדירקהיים היושבת ברגלי ההר הארדט, וס' מאננסבאך, עוסק במו״מ בקאלן, הודיעו על ידי מכתב כי הנם מסכימים אל כל אשר יסכימו הנאספים לעשות*). *) אנחנו שמענו כי בין הקרואים אל האספה היה גם אחד מהרבנים הגדולים אחת ימצאו איזה מהם אשר לא יוצלחו למלאכה ועבודה באמעריקא, ישלחו הועדים גם את אלה יחד עם המוכשרים לעבודה ומלאכה, ומאוצר הועדים ינתן להועד באמעריקא תמיכה מיוחדת עבור אלה שלא יוכלו לעשות מלאכה. הועדים ימהרו ויחישו מעשה הצדקה והחסד לבלי ישאר עד ימי הסתיו אף אחד מהגולים בבראדי. ואלה האנשים אשר באין אונס והכרח באו לבראדי ישלחו אותם הועדים אל המקום שבאו משם. מספר הנפשות אשר כבר שולחו לאמעריקא בעזרת הועד הגדול בלאנדאן ומעטים ע״י הועדים האחרים ועל ידי נדיבים אחדים, עולה עד היום עשרת אלפים נפש. בשבוע הבע""ל נוציא לאור מכתב גלוי מחכי״ח אדית הגולים הנמצאים בבראדי. בדבר עלילית דם בהונגאריה. — יען כי עוד לא יצאה כנוגה צדקת אחינו בהונגאריה בדבר העלילה אשר העלילו עליהם שונאינו כי שחטו נערה נוצרית בכפר טיסא-עסלאר, ושונאי ישראל יוסיפו יום יום להסית את ההמון הנבער ביהודים, השכילו הרבנים הנאמנים והתאספו יחד בעיר פעסט, והודיעו גלוי לכל בכל מכ״ע כי שקר יענו שונאינו בנו כי לדם נוצרים אנו צריכים לחג פסחנו. יקומו נא העונים בנו עדות שקר ויחפשו בחפש מחופש בכל ספרי ישראל הפתוחים לכל אם ימצאו בהם אף רמז להעלילה המתועבה הזאת אשר כבר רבים חללים הפילה בישראל ואחרי כן נודע לעין השמש כי אך שקר העירו בנו ודם נקים נשפך כמים. יקומו נא חכמי העמים יודעי ספר ולשון עבר וספרי התלמוד ויאמרו אם ראו אף שמץ מכתמי דם נוצירם לחג פסחנו בספרי ישראל. ובאחרונה קוראים הרבנים בכח אל אחינו בהונגאריה כי יזהרו מהתגר עתה עם איש נוצרי וישבו דומם ויחל לתשועת ה׳ השומר עמו ישראל לעד כי עד מהרה יודע  בנוים כי גם הפעם כמו מלפנים ידי היהודים נקיים משפיכות דמים דמי נוצרים לשם מצוה חלילה. אם ההודעה הגלויה הזאת תעשה פרי ישוה לה, מי יכול לדעת. בין כה וכה ואחינו בהונגאריה נתונים המה בצרה גדולה. בשבוע העבר התפרצו הפריצים בעיר הגדולה פאפא, ובשלשה לילות זה אחר זה התאסף אספסוף רב בחוצות העיר וישברו את החלונות מבתי היהודים, ובשגיאה שברו גם הלונות איש נוצרי, וכצאת האיש הזה אל האספסוף וישבע להם בכל קדש כי נוצרי הוא לא האמינו בו והתנפלו עליו והכהו עד אשר נפל למשכב ואין תקוה לתקומתו. ולמרבה הפלא כי גם בהונגאריה כמו במקום אחר באו השוטרים אל מקום ההפכה אחרי המעשה, וגם אחרי בואם וראו את הנעשה לא חשו לאסוף את הרשעים אל המשמר. אך אחרי נודע הדבר בפעסט צוה השר היועץ על ידי הטעלעגראף כי פקידי העיר ינינו על היהודים ועל המנוחה בעיר, ויענשו בעונשים קשים את כל אשר יזיד לפרוע פרעות בעיר. ועל פי הפקודה הזאת נאספו אל המשמר שמנה אנשים מראשי המתפרצים ובכל רחובות העיר עומדים שוטרים מזוינים על המשמר, ובכל זאת הרשעים השקט לא יוכלו, וגם בלילה הרביעי נשברו חלונות רבים מבתי היהודים. וכל עוד אשר הממשלה לא תשים מתג ברזל בפי המו״ל מכ״ע המסיתים את ההמון ביהודים בהודעות כוזבות אשר יודיעו חדשות לבקרים בדבר החקירה והדרישה אדות המעשה בטיסא-עסלאר אינם בטוחים היהודים בהונגאריה כי לא יקרו את כלם כמקרה אשר קרה אחינו בפאפא. אבל בהונגאריה הרשות נתונה לכל איש לכתוב ולהדפיס את כל העולה על רוחו אם אמת ואם שקר, ובהחופש השקר הזה יסתרו פועלי, און הדוברים סרד על בית ישראל. והיטב אשר דבר אחד מהמליצים הנודעים לתהלה בפעסט בעמדו למשפט ביום ד׳ שבוע העבר להליץ על איש תופר מנעלים המו״ל מכ״ע ובו הפוח רוח קנאה בלב העושים במלאכה לשלול ולבוז את בתי העשירים ועל העון הזה נאסף אל המשמר והעמד לפני השופטים, ויען ויאמר המליץ ושר שלו: אמנם חטא האיש הזה, אבל אם חטאו הוא גדול מנשוא מדוע יעמוד הקטגור מנגד ויחריש בעת יראה וישמע יום יום כי מכ״ע השונאים את בני ישראל בודים מלבם הודעות שאין להם שחר להבאיש את ריח היהודים ולהצית חמת נקם בלב הנוצרים להתנפל על היהודים? ויהי כי הגיעו לאזני השר היועץ המפקד על הענינים הפנימים דברי המליץ יושר, שלח דברו אל כל פקידי הערים והכפרים לבלי תת להפיץ בין העם ספרי שטנה ומשטמה נגד היהודים, ובהודע להם כי שם ושם יצאו לחושך כתבי עמל ואון כאלה, חובתם לבער אותם ולהודיע אותו מהדבר הזה. אבל הפקודה הזאת תעשה רק מחצה. כי המו״ל מכ״ע שונאי ישראל יודעים להזהר בלשונם מהסית בפה מלא את ההמון, ודי להם כי יבדו מלבם הודעות כוזבות על דבר העלילה מטיסא-עסלאר, וההודעות האלה הן כאש לנעורת להצית חמה ונקם בלב ההמון מבלי הגיד להם לבו הכו את היהודים הכו אל תחמולו. ועל כן אך אז תשקוט הארץ אם גם המו״ל מכ״ע יענשו כדי רשעתם אם יודיעו הודעות כוזבות, ועת לעשות להגן על היהודים לא לעון יחשב אם הפעם תפר הממשלה את חקי חופש הדפוס השולטים בהונגאריה."
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_9,חוקי ממשלת טירקיא בדבר התיסדות קאלנ יות ...," חוקי ממשלת טירקיא בדבר התיסדות קאלניות. בני' הקודם חוינו דעתנו כי אחינו ברומאניה החפצים לעזוב את ארצם ולהתישב בארצות טירקיא, לא יקחו מאת ממשלת השולטאן אדמה אשר תתן להם בחנם. ולמען ישמעו אחינו על מה דעתנו הטבעה הננו נותנים לפניהם פתשגן כתב החקים (כפי שנעתק במכ״ע יזרעאל) אשר נתנה ממשלת השולטאן בשנת 1856 בדבר האנשים הבאים מארצות אחרות להתישב בטירקיא על האדמה אשר תתן להם הממשלה חנם אין כסף. אמנם טובים המה החקים האלה, הנם חקים יחיו בהם כל הבאים להתישב בארצות טירקיא. אך לאחינו ברומאניה החקים האלה מעיקים במאד, כאשר יבין הקורא המבין דבר לאשורו, אחרי שיהפוך ויהפוך בכל כלל וכלל מהחקים האלה: כלל א) המתישבים מוכרחים לישבע שבועת אומן להוד מלכות השולטאן להיות עברים נאמנים לו ולביתו. כלל ב) כי יקבלו עליהם את כל חוקי הממשלה אשר כבר נתנו וגם את אשר עתידים להנתן. כלל ג) הממשלה תגן על המתישבים כעל כל יתר תושבי ממלכתה באין הבדל דת ויוכלו לעבוד את אלהיהם באין מפריע, כן יהנו מזכיות אמונתם ככל בעלי האמונות בארצות השולטאן. אם ימצאו שמה, בהמקומות אשר הממשלה תתן להם לנהלה, בת תפילות לבעלי דתם אשר נבנו מכבר יוכלו להתפלל שמה ולעבוד את אלהיהם כחפצם. אך אם יבנו ערים וכפרים חדשים אזי מחויבים לבקש על זאת רשיון מאת הממשלה, אשר תרשה להם לבנות כמה שיצטרכו. כלל ד.) במחוזות המדינה אשר תמצא הממשלה לטוב להתישבם שמה, תבחר בין הקרקעות השייכים להממשלה את השדות היותר טובות ופוריות עם אויר צה ונקי ותחלק לכל משפחה ומשפחה את נחלתה לפי מספר אנשיה ולפי האמצעים אשר תוכל להשתמש בהם לעבדה ולשמרה. כלל ה.) המשפחות אשר יתישבו על קרקעות הממשלה ישיגו את חבל אדמתם חנם אין כסף ויהיו נקיים מכל תשלומי מסים וארניניות משך שש שנים רצופות אם יבחרו להם להתישב בארצות השולטאן אשר באייראפא, ואם יתישבו בארצות אזיה אז יהיו פטורים מחובת המסים שתים עשרה שנים. כלל ו.) כן יהיו נקיים לביתם משך שש שנים בארצות אייראפא הטורקית ושתים עשרה שנה באזיה מעבודת הצבא, ולא עליהם יהיה החוב להגן על הארץ. כלל ז.) אחרי עבור עת ההנחה הזאת מחויבים גם המתישבים לשלם לאוצר הממשלה את כל המסים הנהוגים בארץ וכן גם לתת מבניהם לעבודת הצבא. חוקה אחת להם ולכל יתר התושבים באין הבדל. כלל ה.) המתישכים לא יוכלו למכור את האדמה אשר חלקה להם הממשלה לפני עבור עשרים שנה למיום התישבם שמה אך אחרי עבור העת הזאת יכולים גם למכרה לכל אשר ירצו. כלל ט.) אלה אשר ירצו לעזוב את הארץ לפני עבור משך העת הזאת מחויבים המה להחזיר להממשלה את כל הקרקעות אשר קבלו מאתה, כן מחויבים המה לתת את כל הבנינים, אשר בנו על חבל אדמתם במשך עת ישבם עליה ביד הממשלה, בלי שום תשלום כסף בעדם ואין להם שום זכות אחוזה עליהם עוד. כלל י.) המתישבים מקבלים עליהם את עול הרשות מצד פקידי הממשלה אשר תשים עליהם והמה ימשלו וינינו עליהם כעל כל יתר תושבי הממלכה. כלל יא.) אם המתישבים יהיו מוכרחים לשנות את מקומות מושבותם בארצות השולטאן טרם עבור עת ההנחה, יוכלו לבחור להם כחפצם, אך עת ההנחה מכל המסים ועבודת הצבא תחשב להם מיום בואם ראשונה אל הארץ. כלל יב.) המתישבים יהיו רק אנשים ישרים עובדי אדמה ובעלי מלאכה נקיים מכל דופי וחשד חוטאים ופושעים או מתפרצים מפני אדוניהם בארץ מולדתם, ממשלת השולטן תקח לעצמה את הזכות להרחיק מארצה את כל אלה אשר במשך העת תודע מהם כל שמץ דבר בליעל יצוק בהם בעודם בארצם. כלל יג.) יען כי הממשלה תאמר לתת לכל משפחה ומשפחה כברות ארץ די צרכה ולפי יכלתה לעבדה ולשמרה ולחלק אותה להם בחבל עוד לפני בואם הנה, על כן מוטל החוב על כל החפצים לבוא ולהתישב פה לערוך כתבי בקשה, בעודם בביתם אל ממשלת תוגרמה ולפרוט את מעשיהם ובמה התעסקו עד כה אם יש להם מלאכת יד, רכושם, וסכום הכסף המזומן בידם, כן גם את שמותיהם ושמות כל בני ביתם. את כתבי הבקשה האלה יציעו לפני הממשלה ע״י צירי תוגרמה בכל הארצות. לפי החוק המקוים, על כל משפחה להביא אתה רכוש לא פחות מאלף שלש מאות וחמשים פראנק. כלל יד.) צירי ממשלת השולטאן יעשו את כל יכלתם להקל על כל היוצאים להתישב בארצה ולישא אתם במשא צרכיהם עד בואם אל גבול ארץ תוגרמה ומשם והלאה יגינו עליהם פקידי הממשלה ויראו לעמוד לימינם ולעזור להם בעת הצורך. מכתבי מסע ישיגו חנם אין כסף. הממשלה תמצא לטוב להודיע לכל החפצים להתישב בארצה שעליהם להודיע את חפצם זאת אל הממשלה שני חדשים טרם בואם למען אשר תדע להכין למענם את כל, לחלק להם אדמתם כפי צרכם ולא יאבדו את עתם בבואם הנה ודבר מה למענם טרם נעשה. אלה המה החוקים אשר נשלחו עוד בשנת 1856 לכל צירי ממשלת תוגרמה בכל הארצות. עד הנה דברי החקים, וראוי לשים לב על האמת והדברים אשר המו״ל מכ״ע יזרעאל כתב על אדות החקים האלה. וז״ל: „אנחנו העתקנו פה את חוקי ההתישבות כאשר הם ואולם נראה נא אם שכר היתרונות שוה בהפסד החסרונות, ואם טובים המה עבור אחינו מרומאניא החפצים לעזוב את הארץ ולהתישב שמה. היתרונות המה אלה: כלל, ד. לכל משפחה ומשפחה תתן הממשלה חבל אדמה די צרכה ואשר לפי כה ומספר אנשיה תוכל לעבדה ולשמרה. כלל ה. האדמה תנתן חנם אין כסף וגם מלשלם המסים הנהוגים, יהיו חפשים באזיה שתים עשרה שנה. כלל י״ד. הממשלה תראה להקל מעליהם את משא וטורה הדרך ככל היכולת וגם מכתבי מסע ישיגו חנם מאת צירי ממשלת השולטאן אשר בכל הארצות. לפי ההשקפה הראשונה רב היתרון בהחוקים האלה. אבל נתבונן נא היטב גם על צדם השני ונראה אולי נמצא בהם גם חסרונות אשר ראוי לשים לב עליהם. בהכלל הרביעי תבטיח אמנם הממשלה לבחור בין האחוזות אשר תחת ידה את היותר טובות ופוריות עם אויר נקי וצה הטוב ונאות למושב בני אדם. אבל נביא גם את זאת בחשבוננו כי: אחרי אשר הממשלה הקציבה לע״ע למען המתישבים היהודים רק את המחוזות אדאנא ואלעפא וארץ אדם נהרים אשר שתי המחוזות הנזכרים ראשונה, אף אם לא רחוקים המה מחוף הים, אבל רוב אדמתם איננה נאותה למושב בני אדם מפאת האויר המשחת, הבא מן האגמים והביצות, השורר שמה ומזיק מאוד לבריאת הגוף, ומה גם לאנשים אשר זה עתה יחלו לשבת שמה ואינם מורגלים עוד עם אוירה הרע המה יהיו למפגע חלילה לכל המחלות המסוכנות השוררות שמה ומפילות חללים רבים בכל שנה. בארץ אדם נהרים אמנם נמצאו שדות פוריות גדולות וטובות ואולי גם איזה מהן אשר גם אוירן טוב ונאותין למושב בני אדם, אבל המקומות האלה רחוקים המה מאוד ממושבות אנשים ישרים והמתישבים שמה יפחדו יומם ולילה מפני השודדים הפראים אשר ירעו שמה ולא יאמינו בחייהם. אם יתישבו שמה אחינו אלה במקום אשר רק באורחות יעברו מנאוה לנאוה כאשר היה עוד בימי קדם לפני הרבה אלפים שנה אז נספוק מאוד אם יוטב גורלם. ואם לחשך איש לאמר הלא עתה תבנה גם שמה מסילת הברזל אשר תחבר את הארץ הזאת עם כל ארצות התבל, אבל בנין המסילה הזאת הניה עוד ברעיון ולא בפועל ועוד לא נדע מתי ואנה תלך המסילה הזאת ומה הערים אשר תעבור בהנה, כי שתים הנה ההצעות על דבר מקום המסילה ולא נודע איזה מהם יכשר לפני הבונה אותה. ועתה נשאלה נא באיזה המקום נושיב את אחינו שמה? ועוד הלא הממשלה לקחה את הזכות לעצמה שהיא בעצמה תבחור למענם את האדמה ולא אנו (כלל יד). כל איש אשר לא אבד עוד את רוח בינתו יראה ויבין כי שנות עשר צרפת, כי בלילה שלפני היום אשר הבריטאנים החלו להרוס את מבצרי אלכסנדריה, קדמו אניות צרפת לעזוב את עמדתן לפני חוף אלכסנדריה, ורק שתי אניות נשארו עומדות מרחוק לראות מה יעשה בעיר והשולטאן? הוא יושב וגונח ומילל, זועק חמס ומתאונן על ממשלת בריטאניה על אשר יצאה לריב מהר. אבל שומר פיו ולשונו מדבר דבר את אשר עם לבבו לעשות. ואולי גם בעצמו לא ידע לשית עצות בנפשו לעת כזאת. ומי יודע אם סאיד באשא הנוכל והערום אשר השיב אותו על כנו לשבת בראש שרי עצתו, אם הוא ימצא עתה עצה ותושיה להוציא את השולטאן מעמק הבכא. כפי ההודעה הבאה מקאנסטאנטינאפול צוה היועץ המפקד על אניות מלחמה הטורקיות כי כל חיל הים יהיו עומדים הב באניותיהם ואיש מהם לא יעזוב מקומו. ומהדבר הזה ישפטו רבים כי השולטאן חפץ לשלוח צבאותיו ארצה מצדים בטרם יחלו פניו מלכי או- ראפא לעשות את הדבר הזה. השולטאן יודע כי כאשר ישלח צבאותיו מצרימה בשם מלכי אוראפא, לא די שתשפל מעלתו וערכו בעיני המצרים וכל המוסלימאנים בראותם כי הוא לבדו לא יכול לעשות מה בארץ מצרים. ארץ ממשלתו, — לא די לו החרפה הזאת, הנה יתנו מלכי אוראפא עמו תנאים קודם למעשה, יקצבו לו הזמן עד מתי יעמדו אנשי חילו במצרים, ויפקדו גם שני שרי חיל מצבא צרפת ובריטאניה כי יחד עם שר צבאו יפקדו את צבא המלחמה. לא כן בשלחו מדעת עצמו את אנשי חילו, יתראה הדבר כי הוא עושה במצרים כאדם העושה בתוך שלו. ואולם אם כה יעץ סאיר באשא היועץ החדש, יכול להיות כי ישגה בחשבונו כמו האורח העורך חשבונו ואת פי בעל המלון לא שאל. מי יודע אם הבריטאנים יתנו לאניות השולטאן לקרוב אל שערי אלכסנדריה ולהעלות חיל השולטאן היבשה ומכ״ע ה רפתים אשר רוח דעת הקהל דובר בם יזהירו את הממשלה כי חלילה לה לללת את ממשלת השולטאן לשלוח צבאותיה מצרימה מדעת עצמה ובלי כל תנאי קודם. ואין כל ספק כי אניות השולטאן תמצאנה את אניות צרפת עומדות לשטן עלי דרכן עוד בטרם תקרבנה לשערי אלכסנדריה. כפי ההודעות האחרונות המובאות במכ״ע בשעה שאנו כותבים דברינו אלה לא חדלו קולות הקאנאנים לפני אלכסנדריה כל יום אתמול (11 לחדה״ז), וכמעט כל מבצרי אלכסנדריה אשר בדרך העולה לקאירא הרסו הבריטאנים, והקריבו עתה אניותיהם להרוס גם את המבצרים אשר על שפת הים. ההיזק אשר הסבו הקאנאנים מהמצרים בחיל ואניות בריטאניה לא רב הוא, וביום אתמול היה מספר המתים חמשה איש והנפצעים שבעה ועשרים, ובאחת מהאניות עשו הקאנאנים המצרים חור אשר אפשר לסתמו. ומספר המתים והנפצעים בחיל מצרים לא נודע אבל הבריטאנים חושבים כי רב הוא."
021-HLB-1882-07-13-PG001-SINGLE-ORIGNAME_190201_toc_10,"יוסף היה כלוא שם ויוציאו את האסיר,ויאמר ..."," יוסף היה כלוא שם ויוציאו את האסיר, ויאמר חנינא אל יוסף מהר המלט על נפשך אתה ודראמאן. את עיני השומרים כבר עודתי בשוחד כסף, כי יפתחו לכם את השער ולתת אתכם ללכת לנפשכם. אך מהרו נא לצאת מזה, כי רב החובל מהאניה המיחלת עליכם כבר הכין לדרך פעמיו ומדי תרדו בהאניה ישא אותה הרוח למחוז חפצכם. כצאת הנמלטים את שער העיר וחנינא הולך ללותם, שאל יוסף את חנינא לשלום מרים ואיפוא היא, ויספר לו חנינא כי בעליזאר נזר עליה כי נפשה תהיה תחת נפש טוטילא אשר הצילה אותה מידו, ורק לוציום הרומי בקש מלפני שר צבא היוני, כי יתן את מרים לו לקנין עולם, והוא מלא את חפצו ויביא אותה אל אחד מארמנותיו בקרבת בענווענטום, ושם תשב סגורה וגלמודה עד תום המלחמה. ויען יוסף את חנינא כי חלילה לו להמלט על נפשו ארצה סיציליה ואהובת נפשו תשב במאסר הרומי אשר נתן עיניו בה ונכונו לה ימים נוראים ומרים, מרים משבי ומות, ועל כן אמר אל חנינא לך שוב אתה העירה, ואנכי הנני הולך לבענווענטוס וה׳ אשר הציל אותי יעזרני להציל גם את נפש הנענה שם. (ההמשך יבא) ה בטרם תשאל בעצת אשתך. שאל נא הלילה את פיה, ולמחר אבוא אליך ותגיד לי הן או לאו'. אספאסיא, אשת שר בית הסוחר היתה אשה חכמת לב, וכאשר ספרה לה אישה את הדבר אשר הציע לפניו הנינא, אמרה אליו: „אישי, אל תרבה לחשוב מחשבות, קבל בשתי ידיך את הטוב אשר יחפץ הנינא לתת לך. אנכי אחשוב כי בריחת היהודי מבית האסורים לא תעשה רושם. וגם מרחוק אחזה לי כי ימי מלוכת הקיסר באיטאליה לא ימשכו. והיה ביום אשר הנאטהים הזרים ישובו להיות אדוני הארץ, יזכירו לך לטוב כי נתת לאחד מאסירי בעליזאר להמלט על נפשו. מה רב יהיה אשרנו בשבתנו באי סיציליה במנוחת השקט, וספרי שדנו נשבע להם וקול נוגש לא נשמע עוד!"" ביום המחרת גלה דארמאן את אזן חנינא כי הנהו נכון לעשות את חפצו. ויועצו שניהם יחד כי העת המוכשרת להבריחה היא באור ליום השני, כי ביום הראשון בשבוע מעטים המה העוברים ושבים בחוצות העיר, ובלילה ישבתו וינפשו כלם ממלאכתם בימי המעשה. אספאסיא ובנה ובתה יצאו את העיר עוד ביום הראשון וירדו בהאניה אשר עמדה הכן אצל שפת הים להעביר את הבורחים לסיצילות. ובבוא השמש והחשך כסה את הארץ בא הנינא יחד עם דראמאן אל הכלא אשר"
