article_id,headline,text
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_1,," ורות הוא אחיים ואחת א .  א יוצה לאור פעם אחת! בכל שבוע. מחירו: בארצנו 12 מארק לשנה. 3 מארק לרבע. בעסס-: רייך 8 פג׳ ע""ו! לשנה 2 פל בוו לרבע-;  בשארי ארצות 20 פראנקס לשנה. — מ"
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_2,," א e . כל איש יוכל להשיגו מ""י כל פאסט-אמס ובוכ-:  האנדלונג בכל המדינות.  כל החפץ להודיע דבר:  מה ברבים לטובתו!  עליו לשלם שכר הדפסה! בעד כל שורה 15 פפ'. —"
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_3,, חדשות וקורות הימים. גיד ליעקב מהנעשה והנשמע בכל חלקי תבל בין כל יושבי חלד אשר ינעם ואשר ראוי לדעת לכל איש ישראלי לתועלתו ולתועלת השפה העבריה. מאחי - אליעזר ליפמאן זילבערמאן. והאמת והשלום אהבו. מכרים ה'). 
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_4,תוכן הענינים., תוכן הענינים. שיר: על המדינות בו יאמר: דייטשלאנד: קעניגסבערג. אלטונא. עסטרייך-או ארן: קראקא. רוסלאנד: ראוונה פאלע. רומעניען: וואסלוי. פיאטרא. חדשות שונות: ידיעות אחרונות: עמק הבכא: הצופה: מחקרי ארץ (געאלאגיע): מאת קלמן שולמאן. בשורת ספר: מאת ש״ז ר׳. ודיעות הטבע: מאת יעקב גארמיזא. בשורת ספרים: הודעות הוספה להמגיד רשימת הספרים של המורים אחר מויסט בקראקאז הודעות.
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_5, אל הקוראים הנכבדים,"  אל הקוראים הנכבדים הגליון הבע""ל הוא האחרון לרבע א' ולכן הננו להודיע זאת לכל הקוראים הנכבדים ולכל אחינו החפצים לבא עהח""ת על המגיד גם לרבע ב' הבע""ל, כי ימהרו לחתום עליו למען יוכל כל אחד להשיג העלים במועדם. ואנחנו כאשר עשינו עד כה את כל המוטל עלינו, כן נתאמץ גם לימים הבאים אי״ה לעשות כל אשר בכחנו להגדיל תפארת המגיד והצופה בחדשות ומאמרים לתועלת הקורא. ואתה ד׳ היה עוזר לנו."
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_6,שיר," שיר ליום הלדת הקיסר ווילהעלם הראשון יר""ה, במלאת לו שמונים שנה לימי חייו ביום העשרים ושנים לירח זה מערץ 1877. רחש לבי דבר טוב אומר אני מעשי למלך. (תהלים מ""ה) מה נכבד יוֹם זה לבל יושבי מלכותך! לך יַחְמָה רוחם ירוּם לבם מְרוֹמִמוֹתך, אתה חיי רוחם הוֺדם צור מעוזמו; רחשִי לבמוֹ יִבִיאוּ לֵךְ לִמְנָה, ליום בו המלאינה לך שמונים שׁנָה, מֵלֵךְ דֵּם וְנַשֵׂא עטֶרֶת הַפָּאַרְחָמוּ. כִּרְבוֹת יָמִיך כּן גדלו פעולוֹתיך בַּקְצוּי ארץ מִרְבִים לספר תְהַלוֹתֵיך, באיים רחוקים עמים רבים יהודוך: גְבוֹר אַשֶׁרְנוּ וְהַעַלַחַתָּה אֶל עַל הַרִימוֹת. לכל מושליה לראש וראשון על כן נשאת, וכל יושביה לךְ נִתְנוּ כָחֵר הַמָּלוֹכָה.  אם בגבורוֺת שמונים שְׁנָה עברו ימיך, לבֵּךְ לֹא נֹכַח לֹא רָמוּ עֵינִיך, אֶת אֶל צָלְיוֹן תָּמִיד שׁוִית נגדך: רק טוב וצדק שמה לר למטרה, לנאה וגאוֹן רוחֵד תמיד זָלָה, רק בחסד וָאֱמֶת חוּבן כַּסָאַך. ר על כן בָּרָכֵך אלהים יושב שטים, ביסר והצלחה נצחון ואוֹרך חיים, על כֵּן בְנֵי עמך מישרים יאהֳבוּך: אַתָּה אביהם וְהַם הַנָּמוּ בְּנֵיך, אודם יַזְרַח יאיר מאוֹר קְנֵיך, וּבַאַהַכֶּת בְנִים בַּיוֹם הַזָּה וּכְרָכוף. יְבָרְכוך לִיוֹם זָה עשה ד׳ בּוֹ יגילו, יגילו ישמחו לבם לך שי יובילו, יודו לָאֶל חַסְדוֹ הַגְבִּיר עֲלֵיך; בּין בְּרָכוֹת כָּלֵם קְבָּל גַּם בָּרְכָתֵנוּ,  מובאת לו גלִי טהור שפת קדשנוּ, מִקְרֵב וּלב עמוק ליוֹם נִילֵך. ליק ניסן תרל״ז. חדשֶׁר נֵא הַשָקִיפָה, אל כָּביר, ממעון ק וּמִים על יָמִי מָלָכְנוּ בֵּא הוסיפָה, כָּבוֹד הוֹדוֹ עוֹד יגדל מִזָה וּמַעַלָה; יְנוּב בַּשִּׁיבָה טובה על רוּם כַּסְאָהוּ, עד בֹּא יומו כבוד אלה יָאַספָּהו, לִפְנֵי שָׁמֵשׁ יְנוֹן שָׁמוֹ לְדּוֹר אַחֲרוֹן סָלָה. דוד גארדא"
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_7,על המדינות בו יאמר," על המדינות בו יאמר (נסיעת השר איגנאטייעף). אף אם יעבור ויחלוף זמן מה טרם תודענה אל נכון תוצאות נסיעת השר איננאטיעף לחצרות הממשלות האדירות ביחוס השאלה האריענטלית, בכל זאת ברור הוא על מה אדניה הטבעו ומה בדעת רוסלאנד להודיע אל הממשלות ע״י מלאכות השר הנזכר. כנודע עוד לא ענו הממשלות על שאלת רוסלאנד האחרונה: מה בדעתן לעשות הקאנפערענץ פעולתה מבלי להגיע למטרתה? עתה אחרי ככ מטרת המלאכות ההיא של איגנאטיעף היא להודיע להממשלות דעת רוסלאנד, טרם תענינה על שאלתה הנזכרת. כנודע באו הממשלות האדירות בעצה אחת בשנת 1856 והתחייבו לערוב ערובתן לקיום ממלכת התוגר בגבולותיה מבלי תגע יד בה לרעה, ככתוב בספר-הברית אדות זה משנה הנזכרת, לעומת הערובה ההיא מצד הממשלות התחייבה גם תוגרמה לשמור לעשות ולקיים ענינים רבים שדרשו ממנה לטובת הנוצרים יושביה. — רוסלאנד תוכל עתה לדרוש בצדק מן הממשלות האדירות להשיב לה מענה נכונה וברורה על שאלתה זו: „אם מנויה וגמורה בסודן להחזיק באופני שלום - פאריז משנת 1856, לשים עין שלא יאונה כל רע לתוגרמה ושתותיה לא יהרסון כאשר ערבתן ערובותיכן; הלא אז הלא יש לכן הצדקה לדרוש מן התוגר שיקים גם הוא הבטחותיו שהבטיח בספר הברית הנ""ל אשר על פיהו מחויב הוא להוציא אל הפועל כל הסדרים והתקונים החדשים אשר דרשתן ממנו פה אחד בסוד הקאני פערענץ בקאנסטנטינאפעל. לעומת זה אם לפי דעתכן כבד נתבטלו אופני הברית הנ״ל יען התוגר מצדו לא מלא חובתו ולא פנה למשאלותינו, הלא אז בטלה גם הערובה מצדכן לקיום ממלכתו, וכל אחד מאתנו יש לו הצדקה לאכוף אותה ביד חזקה כרצונו. אם אתן תעמודנה מנגד, לא כן אנכי עמדי! עומד הכן אנכי להראות לו ידי החזקה להכריחהו למלא את אשר נוטל עליו לטובת הנוצרים"". ביחוד יכולה רוסלאנד לדרוש זאת מהממשלות אחרי כי באמת אין את נפשה להרוס שתות מלכות התוגר ולקחתה לה לאחוזה, כצעקתה הבאה עליה, רק הטבת מצב הנוצרים כל חפצה באופן מתמיד וקים מבלי ה  עוד ברצון התוגר. והנה מה שתענינה הממשלות על זה, עוד לא נודע; אך מכל הדברים שנדברו אדות זה בחצרות הממשלות, ומכל הנודע ממחשבותיהן בענין זה עד היום, נראה ברור דעתן כי אופני ברית שנעשו בהסכמת כל ממשלות אייראפא האדירות, לא יוכלו להתבטל רק ע״י הסכמת כלן פה אחד ע״י כריתת ברית חדשה אדות זה. כן מוכנות הן להתיעץ אדות זה באסיפה מיוחדת להצעת רוסלאנד. אמנם כל זמן שלא נתבטלו דברי חברית משנת 1856 בהסכמת כלן. עודם עומדים בתקפם כמקודם, ואין הצדקה לאחת מהן לבטלם כרצונה לבדה. אחד מאופני הברית הנ״ל הוא אשר אין חרשות לאחת מן הממשלות להתערב ביד חזקה בענינים הפנימים בתוגרמה. הן אמנם גם בעיניהן רע מאד מעשה התוגר המקשה ערפו מבלי למלאות רצון בנוגע להטבת מצב הנוצרים, אך כל זמן שלא נתבטלו אופני הברית הנ״ל בהסכמת כלן לא תוכלנה להתערב בזה ביד חזקה, וביחוד אחרי הבטיח התוגר לעשות הכל ברצונ החפשי בעזרת הקאנסטיטוציאן החדשה שלו העומדת הכן לצאת לפעולת אדם. לזאת איפא דרוש גם לחפץ רוסלאנד אשר רק טובת הנוצרים תחפוץ, לחכות שנים אחדות ולראות אולי יצליח באמת להתוגר לעשות סדרים חדשים במלכותו בשלום ובמישור. אם תנוח דעת רוסלאנד מתשובה כזו? כפי הנראה לא תוכל להרגיעה רוחה בהבטחות ותקות כאלה. לא לחנם העמידה צבאות חילה במערכת מלחמה זה ירחים אחדים, ותוציא עליהם מדי יום ביומו סך שבע מאות אלפים רו״כ. חיש כאשר יעברו  מי החורף ויחלו ימי האביב תוציא רוסלאנד מחשבתה אל הפועל. כן יש תקוה כי אם תשלח רוסלאנד דרכה אל תוגרמה באמר לה: הנה שתי דרכים לפניך: אם למלאות משאלות  הק פערענץ כרגע או צבאותי יפרוצו בגבולותיך! אז תמהר תוגרמה למלאות רצונה כאשר מיהרה אז לחדול ממלחמה עם זערביען כאשר חזקו עליה דברי קיסר רוסלאנד."
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_8,דייטשלאנד," דייטשלאנד קעניגסבערג, 11 מערץ 1877. היום הובל לקברות הדר. יאהאנן יאקאבי ז״ל בלוית המון אדם רב מאד אשר נהרו אחרי ארונו המעוטר בציצים ופרחים אין מספר ורבים באו גם ממרחק רב מאד ללותו. מהערים בערלין, ברעסלוי, עלן, פראנקפורט ומאנהיים נשלחו אנשים עתים באי כח החברות הסאציאליות שמה ומקלעות פרחים בידם להניחם על בר המנוח, כל אחד מהם בהניחו את זר הפרחים על הקבר דבר הגות לבו על אודת פעולות האיש הרם ונעלה הלזה. רב העדה הדאקטאר באמבערגער מפה נתן לפנינו בדרשתו השקפה כללית על חיי האיש הזה ופעולותיו הנכבדות לטובת מיי האנושי ויקרא עליו את המקרא: שר וגדול נפל היום בישראל!"" אחרי כן המשילהו אל החוקר שפינוזא וישוהו אל קאלומבוס בנסוע על פני הים לגלות את הארץ החדשה. כמהו גם הוא שכב בראש הבל וסערות תימן חשבו להפיץ את אניתו. על כל צעד וצעד פגע באבני נגף וצורי מכשול אשר עמדו לשטן לו בדרכו. העבים כסו בעבי גבי מגיניהם את פני תכלת השמים ואניתו חשבה להשבר. וכה נסע ימים רבים בין משברי ים מבלי הגיע אל מטרתו, עד כי רבים מהמלחים תופשי משוט אמרו נואש ויאמרו נתנה ראש ונשובה מדרכו זו כסל לו. אך הוא עמד כצור בלב ים לא פג רוחו וריחו לא נמר ויחתר לבוא אל המקום אשר הנה ברוחו הכביר. אך כאשר דבר ד׳ אל משה עבד עת נהג את צאן עדתו ויצילם מתחת יד סבלות מצרים: רק בעיניך תראה את הארץ ושמה לא תבא! ככה גם רגל יאקאבי לא דרכה על הארץ אשר שוה תמיד לנגד עיניו. אם הגיוני לבו יצאו מכח אל הפועל, נפשנו בשפק תלין, אך הדבר הזה גלוי וידוע כי יאקאבי לחם בעז ותעצומות בעד דעותיו וכל הרוחות שבעולם לא חזיזוהו ממקומו. יאהאן יאקאבי נולד ביום.1 מאי 1805 בעירנו וישקד על דלתי בתי שבת תחכמוני אשר בפה ובעיר היידעלבערג, ללמוד את חכמת המעדיצין ובשנת 1830 אוה את עיר מולדתו למושב לו ויחי בתור רופא. שמו נודע אחרי לא כביר לתהלה, כי כי היה רופא אמן עד להפליא, אך שאת וביתר עז נודע מקצה ארץ גרמניה ועד קצהו, עת כי נגלה הדבר בקהל כי הנהו מחבר הספר „ארבע השאלות"". הספר הזה היה לצנינים בעיני הממשלה ולשכים בצידיה ובעון החטאת כי דבר נגד הממשלה נחרץ עליו משפט כי יאסר 1 2 שנים במאסר. את הפעולה אשר פעלה מחברתו זאת בעולם הפוליטיק יעידו ויגידו המכתבים I אשר החליפו ביניהם אז המלך פריעדריך ווילהעלם והאבערפרעזידענט V. Sch5n. — אחרי כן הוציא לאור עוד את ספריו „דבר המלך פריעדריך ווילהעלם 111 ארץ פרוססיה )Beschrankunng der ltede- בשנת 1845 „אי-חפש הדברי׳ eheitבירח נאוועמבער 1848 אמר אל המלך בעמדו. לפניו לאמר: הלא היא הרעה אשר תמצא את המלכים, כי נטלה לא יחפצו שמוע דברי אמת!"" בשנת 1849 אחרי שנת הנאטיאנאל-פערזאממלונג באשכנז, העתיק לעיר שטוטגארט את אהלו ואחרי כן בא אל ארץ שווייץ ויגר שם. ויהי כאשר הובא אז במשפט בעון כי מרד במלכו ובנקל היה כי יחרצו עליו משפט מות, שב ברצונו החפשי לעיר מולדתו ויעמד לפ ים ביום 8 דעצעמבער 1849, אשר הוציאוהו כם הג לחפשי. — בשנת 1866 נאסר עוד פעם במאסר ששה חדשים על דבר דרשה אחת שדרש, ואחרי כן נאסר בשנה ההיא עוד שני שבועות על הוציאו לאור את ספרו תולדות היינריך זיעמאן. בשנת 1870 כאשר פרצה ה ומה בין צרפת ואשכנז ראל פאלקענשטיין. אז גמר בל נאסר במאסר על פי הגם לבלי התערב עוד בגלוי במועד הרייכסטאג וכאשר נבחר בשנת 1871 לא מלא את בקשתם ויכבד בשבתו בביתו. מתולדות ימי חייו אשר ספרנו פה בקצרה יראו הקוראים הנכבדים תכונת רוחו מעשיו ומפעליו הטובים. ומלבד שהיה יאקאבי חכם ולמד דעת את העם, עוד פזר נתן מכספו המעט לאביונים והי׳ משען לדל ומחסה לאביון וירבה להיטיב. סוף דבר, יאהאן יאקאבי היה אחד מהמצוינים בדורנו, ואבדה גדולה אבדה במותו ארץ גרמניה בפרט ומין האנושי בכלל, ושמו יכתב זכרון בספר דברי ימי עולם עד סוף כל S. Jsserlin. הדורות. אלטונא, יום ג׳ כ״א אדר, זה כחצי שנה התאספו פה איז והידים ובחורי חמד וחלו את פני אדמ""ו הרב החכם דר. לאעב ני׳ לשאת מדברו מדי שבת בשבתו בספר הכוזרי, בטוב מזגו הנודע נעתר לבקשתם, וכאשר נשמע זאת בעיר קרבו ויאתיו לשמוע לימודיו עד למרבה וצר להם המקום בבית דירת החכם ני' עד כי נלחצו לפנות להם הדירות המרווחות בבית הספר ת״ת דפה ובזה יכלו לשבוע מטובו גם בני עיר האמבורג הסמוכה אצלנו אשר לא נעצרו מגשם ושלג ללכת ולבא להדרשות הנחמדות. והנה ביום הפורים העבר מצאו שעת הכושר לבוא אל הדורש (הרב ני) ולכבד אותו במנחת אהבה ותגבה והיא: כלי הקדש להספר תורה שלו וכמה ספרי שוות ומפרשי הש״ס אשר כלתה נפש הרב ני׳ לאספם אל תוך בית מדרשו ועקד ספריו, ובמנחה הזאת באו הפקידים וראשי חברת לומדי ס׳ הכוזרים ויתיצבו לפני כבוד הרב ני׳ ואותי (חד מן הפקידים) מלאו את ידי לדבר בשמם בשפת העברי׳ ולהקריב לו תודה חלף עבודתו הקדשה ואשר בם הנחיל לנו ענג רב ועדו נפש עד להפליא. וכן עשיתי כאשר צותי. פני הרב ני׳ צהלו משמחה, ובדברים היוצאים מן הלב הודה למגישי המנחה בשפת עברית ובשפת המדינה על כל הכבוד ויקר הזה, אשר באמר לא בעד בצע כסף ולא בעבור נחול כבוד, ישא מדברותיו לפני קהל ועדה כי אם לזרוע זרע אמת ואהבת התורה והחכמה על לב שומעיו, וזה כל מגמתו וחפצו, אך בהמתנה הזאת נוכח לדעת, כי דבריו מצאו חן ויקרו בעיני השומעים, וע״כ תחי לו לרצון ולמזכרת אהבה עד עולם, ובאמת גדולה היא בעיניו כאשר מדברותיו לא מלבו המה והנה הוא רק כמליץ ומבאר את דברי רבי יהודה הלוי (ב׳ הכוזרי). הכלי קדש נעשו מכסף טחור ומזהב שחוט ויקרים המה מאד, וכתבתי לחרות על היד במקום האצבע המורה על גליון הס""ת הדברים „ל'ר״א״ו""ת׳ עזך! לפ""ק"" — יוסף ויאמץ אל את כח אדמ״ו ני׳ ללמוד להועיל וללמד עד זקנה ושיבה כאשר בלבבו ולבב כל אהביו הרבים אמן. — ביום א׳ בשבוע דנא חגגה החברת מרפא חולים דפה את חג היובל, והוא יום מלאת לה חמשים שנה מיום הוסדה כל בני החברה התאספו בליל התקדש לחג ועשו אותה ליל משתה ושמחה, וחד מן הבריא אשר הי' מן המיסדים כבדו האנשי חברה באזכרת תודה כיאות לו, ולכבוד היום דרש באחוזת מדעים אדמיו הרב החכם דר. . ני׳ והראה להם לדעת כי לא על הלהם לבדו יחי' האדם וגו׳ באשר אף כי השולחן והמאכלים הי' ערוכים כדת משה וישראל בלי שום חשש ופקפוק, לא טעם מכל המאכלים הרבים הממתקים והנחמדים אף כמלא נומא, כי שם לו לחוק ולא יעבר לבלתי הטעים שום דבר חוץ לביתו, אף לא בסעודת מצוה — והשומר התורה הזאת אשרהו. ביום אתמול הגנו ה׳ זאלאמאנן עם אשתו בעיר קיעל (לא רחוקה מעירנו) את יום חתום זהב (גאלדעני האכצייט) ונקרא שם אדמ״ו הרב ני׳ הנזכר לטוב ודרש ברבים מענינו של יום — החכם דר. גרעץ מברעסלויא דרש ב׳ דרשות בשבוע העבר בעיר האמבורג בדבר נסיעתו בא״י ונדב הכסף מוצא אשר שלמו שומעיו לחברת בנין בית חולים"" בירושלים תובב״א אשר בעיר בערלין. J. S. Wittkower."
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_9, עסטרייך-אונגארן,"  עסטרייך-אונגארן קראקא ז׳ אדר. בגליון 7 ש״ז הודיע הסופר מקראקא, כי נחלקו היהודים והנוצרים בעירנו ע״ד בחירת מלאך לועד המדינה בלעם מבערג, היהודים התאמצו לשלוח את הרופא היהודי את האדון ווארשויער, והנוצרים את ראש המורים בבית המדרש הכללי את האדון זוטארסקי. ולמען האמת לא אמנע מהודיע כי לא שנאת הדת וגם לא הפלגות דעות ומחשבות ווארשויער בעניני המדיני הסבו את לב הנוצרים אחורנית. לא כן הדבר, הה פא היהודי רצוי לרוב אחיו הנוצרים הפולאנים כמו ראש המורים, אכן הנוצרים באו בטענה לאמר: הן על העיר קראקא לשלוח רק ארבעה מלאכים לועד, וכבר נבו יהודי אחד הוא האדון דאקטאר ראפאפורט, ומספר התושבים הנוצרים בעירנו הוא כעשרים פעמים כמו התושבים היהודים, ואם יהיה מספר הנבחרים מחצה על מחצה, שני יהודים ושני נוצרים, הלא תעברו על מצות יעקב אביכם לאמר למה תתראו. — לכן אין לנו להתאונן אם היתה הפעם יד הנוצרים על העליונה וזוטארסקי נבחר, כי יאה לישראל עניותא, ואין לנו לעורר עלינו את קנאת העמים אשר אנחנו חוגים ביניהם בה קט ובבטחה בעז""ה. — בימים האלה היתה בעיר באכניא (רחוקה כחמש פרסאות מעירנו) אסיפת הרבה רבני גאליציען מערבית לבחור להם נשיא לכולל אנשי גאליציען יושבי הארץ הקדושה, כי הרב וכו׳ מוה׳ וצחק אהרן איטינגא ני׳ בלבוב עזב את משמרת כהונת נשיאותו, ויש דברים בגו, ויהי את נפש האסיפה לחלק את גאליציען לשני כוללים, כולל גלילות קראקא וכולל גלילות לבוב, ולבחור להם נשיא לבדם. אולם כפי הנשמע נמנו וגמרו לחלות את פני הרב איטינגא כי יאבה לקבל עוד עליו את כהונת הנשיאות, וכולל אחד יהי׳ לגאליציען כמו לפנים. — תיקון חדש נעשה בעירנו על דבר מכירת קמח לחג הפסח. לפנים הי׳ המנהג כי בכל שנה ושנה חכר איש את מכירת הקמח לכל צרכי העיר, וזולתו לא הי׳ רשיון לאיש אחר למכור, ובשנה הזאת נתנה דרור וחרות לכל איש להיות סוחר בקמח פסח, אם יהי׳ לו ספר הרמנא ורשותא מאת הרב הגאון ני' אב״ד בעירנו. — ויתרון דרור המכירה מן החכירה לכל ידוע, כי בהיות סוחר אחד לבדו ואין שני לו יוכל למכור גם קמח רוע, ומי יאמר אליו מדוע? אכן אם רבים ה רים, יוכלו הקונים להיות גם בוחרים, לבחור להם את הסחורה אשר בעיניה  יותר רצוי׳, וילכו לקנות מיד הסוחר אשר יתן סולת נקי'. ובין סוחרים רבים ימצא איש אשר יחפוץ להשיג גבול רעהו ולמשון אליו את הקונים בעשותו לשער הנחה, ותבא עליו ברכה. לד״ף."
044-MGD-1877-03-21-PG001-SINGLE-ORIGNAME_210111_toc_10,רוסלאנד," רוסלאנד ראוונה פאלע. אנחנו אנשי קאלעניע עובדי אדמה במחוז יעקטראנסלאו פלך מאדופאל נשפוך שיחנו לפני אדון המודיע קורות תבל יודיע נא גם מקרה אחיו עתותי רעב לחבורה הקדושה חברים כל ישראל העומדים לחלץ עני מעניו אסיר ממסגר לפתח בג' תמותה, כי אין אתנו יודע ראשיה נשיאיה אשר נערוך שיחנו לפניהם אך לפניך נגלו תעלומה כל רזון כל שר „עושי צדל ויושר, לכן בחון ודרוש, מקרה השנה הזאת״. הן זה כמה אשר חסד הקיר״ה מנוחתו כבוד חופף עלינו להביאנו אל המקום הזה מקום זרע להחיות עם רב מעבודה בשדה להיות מחיית ידינו ולא נשעה בדבר שקר חיי רוח ותוהו, חופת חסד הצילנו עד עתה מזרם מקרות תבל, ונהיו חיי מנוחות, חיי שאנן. הארץ נתנה יבולה. גם בנו האדיר הרחמן מלכותו נצח לא עזב חסדו  ז ואמתו מעבער העובדים באמונה וכל מגמתו לדרוש טובת עמו ועבליו, יאריך ימים על ממלכתו הוא ובניו. כשתי שנים אשר הארץ בגדה בנו והגפה ביושביה, והשנה הלזו כלתה חציה בלב יושביה זרענו בדמעה, קצרנו באנחה. הארץ נתנה צמחה, כל רואיה הניאו יד ברוך ה׳ אמרו הן עתה ישלם ה׳ לנו את השנים הרעות פתע לפתאום וה׳ נתן קולו לפני מחנהו כי רב הוא, עצום עושי דברו, ורוח ה׳ נשא הארבה בעל שש כנפים ושרץ העוף נקרא (זוק) שרוק אדום פרש כנפיו וינח בגבול ארצנו, שיניו שיני אריו ויאכל יבול ארצנו, חשף חשפה, הלבין שריגיה, אבלה אדמה, שודד דגן, חטה שעורה אבד, קציר שדה אין. אתה! שוד משדי בא, כל פנים קבצו פארור, עוד נטה ידו, גם בהמות מרפת הכלאו, מתו ואינם, כלם נאנחים ידם על לבם, צועקים אוי! מה עשה ד׳ לנו, הריק חמתו הציבנו למטרה לירות בנו חיציו, אפו הבעיר כאש אכלה סביבותנו במאה ווייארסט ויותר ויותר מה נאמר? מה נדבר? מה נשיב גמול לאדונינו הקיר""ה האדיר הרחמן? עיניו פקוחות ידיו ידי רחמן פשוטות על עבדיו העושים רצונו לעבדו באמונה החוסים תחת כנפיו, ושלח כמה אלפים רוכס״ף להחיות נפשות נענות להשביע מעט רעבות נפשינו, אך אין הקומץ. אף כי גודל רחמיו אין לספר כי רבה הוא, אך צרכנו מרובים ואיך נפתח פה עוד ועוד. כל בתי תלמוד סוגרו, אין להחם, פי עוללים נאלמו באין מורה, כי מאין? מהגורן? מהיקב? את חג המצות נשמור, כל שימור הוא לא תעשה! חלילה! לכן נתייעצנו עדתי הקאלעניס מוריה רבניה ראשיה לנסות הפעם להוציא אנקתינו מלב ולהשיח דאגותינו לפני נדיבי עמנו ולפני הרב המגיד דבריו ליעקב חוקיו משפטיו לחברים כל ישראל למען ידעו כי רעבים גם צמאים נחנו נשינו וטפינו, עוללים לחם שואלים ואין. כלה ברעב נפשינו טובים חללי, מחללי רעב, וד״ל. אתה הרב המגיד חום וחמול על כמה מאות נפשות נאנחות, הודע נא להרוזנים נדיבי עמינו אולי יחוסו וירחמו על שארית עמינו המחי׳ נפש אחת וכש כ ואולי חלילה תמנע העטופים ברעב. כל מהודיעם דע כי גוענו, אבדנו. אנא הושיעה נא רחוקים אנחנו מאדם העיר, וכל הערים העוסקים במקנה וקנין שבת מסחרם ודיים להפקיע את עצמם ועניי עירם, ודבר אין לנו עמהם. דברי המדבר בפקודת חמשה קאלענים אשר פגעה בם יד ד'. חיים יצחק בהרב מ׳ מנחם זצללה״ה האזאנאוו רב ומו""ץ דראוונה פאלע. ואלה שמות הקאלעניעס, ראוונה פאלע שלש מאות ושלשים נפש, לבד היונקים. קאלעניע זאטושע ארבע מאות וחמשים. קאלעני הלעבי דאראווקי שני מאות ועשרים. גראפשקיי שני מאות וחמשים. קאלעני פעניש שלש מאות ועשר. ייטיב ד׳ ולא יוסיף עוד לדאבה ויתננו לחן ולחסד ולרחמים בעיני הרב המגיד ובעיני חברים כל ישראל שמם יגון לעולם ויזכו בנוע לחזות בזה ובבא, ולפי גודל המעשה יזכו לארץ הקדושה, ויהי נועם ד׳ עליהם, ומעשה ידינו יכוננם. נא ח'י״י ס׳ וחסד יעשו עמנו, ואם זרע י״צ'ח״ק׳ תלמי שורותיו, אולי ימצא מאה שערים מהחבורה הקדושה, ה'כ״י! ח״כ״י׳ יברכם ד׳ בברכה משולשת, אמן! סלה! אנכי אנכי הרואה בעני עמי ואין להם מושיע. ה׳ ממרום ישלח עזרתו. נאום אפרים אידל ברשריס רב הכולל דחמשה קאלינים הנ״ל."
