article_id,headline,text
021-HZF-1874-10-07-001-10303_toc_1,,   מהירו באשכנז: 8 4 ר״ט 20 ז״ג לשנה.  בעסטרייך 8 פלי לשנה.  וכן לרבע שנה. שכר מודעות:  בכל שורה 2 ז״ג. H
021-HZF-1874-10-07-001-10303_toc_2,," e ם שמם  ברוסיא ופולין.   לשנה 6 רו״כ. וד לרבע שנה 1.50 רו״כ. ביתר הארצות 20 פראנק. ה לרבע שנה, 5 פראנק.  S"
021-HZF-1874-10-07-001-10303_toc_3,מכתב עתי משמיע חדשות בקרב עם ישרון מכל ה...," о מכתב עתי שמיע חדשות בקרב עם ישרון מכל הדברים הנוגעים בעניני המדינות   ור . דברי חכמה ומדע, ידיעות עם ע יוצא לאור אחת בשבוע, מאת חיים זעליג סלאנימסקי."
021-HZF-1874-10-07-001-10303_toc_4,תוכן הענינים.," תוכן הענינים. דברי הימים. אשכנז, בערלין. עסטרייך, וויען, אברהם כהן קאפלאן. רוסלאנד, קאוונא, מאת א״ן. רומניה, פאלטישען, מאת מאיר יוסטער. אפריקא, מאראקא. ידיעות העולם והטבע, השתלמות חכמת החרשים, מאת המו״ל. נסיעה באיי הים הגדול, מאת משה יחזקאל גוטפארב. חדשות שונות, מאת קאפעליאוויץ ושושנה. ראשית התישבות היהודים באמשטרדם, מאת ט״ף שפירא. הודעות."
021-HZF-1874-10-07-001-10303_toc_5,דברי הימים.," דברי הימים. (אשכנז) בעניני המדינה הפנימים באשכנז לא נשתנה דבר. הממשלה אינה נוטה כמלא שעל מן החקים החדשים אשר הקקה בחדש מאי וביד חזקה תעניש את כל המפריעים אותה ממלאכתה מזה ומזה. וגם הכהנים הקתולים לא אמרו עוד נואש לתקותם לחדש את ממשלתם על רוח העם. כן מודיעם מוועסט. פאלען, כי שם נענשו כהנים רבים איזה בגופם ואיזה בממונם עקב אשר עברו על פקודות הממשלה. מעשי אשכנז בנוגע אל ארץ ספרד העירו מהומה בעולם המדיני. השערות רבות עולות על הבמה יום יום; חוזי עתידות אומרים, כי עתיד הנסיך ביסמארק להביא מלחמה בשערי איראפא, למען השפיל עוד הפעם את גאון צרפת אשר כמעט נרפאה מן המכות אשר הכתה בשנות 70—71, ומוצאים ידים מוכיחות לנבואתן בדבר מלכת ספרד עליזאבעטא אשר בקרה זה לא כביר את עיר בערלין, בדבר דענעמארק, אשר יצא הקול, כי חפץ ביסמארק קרבתה, למען ספחה אל ארצות ברית אשכנז ובדבר ארץ באיערן אשר לפי דברי רבים מתאמץ ביסמארק בכל עז לספחה אל ממשלת פרוסיה, אחרי אשר יסבב פני הדבר כי יתפטר המלך ממשלתו ברצון. כל הדברים האלה היו לרואי העתים לאבן פינה לבנות מגדלים בעולם ההשערה ולהגיד מראש, כי חפץ ביסמארק להאדיר את כסא פרוסיה עד למאד ולהושיב על כסא ספרד את בן המלכה המגורשה, בתנאי אם יאות לרדוף באף את האולטרמנטנים בארצו; ובכל מעשיו אלה הוא אומר להכעיס את צרפת תמרורים, עד אשר לא תוכל להבליג על כעסה ותקרא מלחמה על אשכנז, מלחמה אשר תשבר את זרוע צרפת שבר לא יוכל להרפא. עד כמה צודקות ההשערות האלה המחרידות לבות כל אוהבי שלום ימים יגידו. (באיערן.) לפי הנשמע עתידים הפרינצים ליודוויג ואדאלבערט לחנך את בניהם בבית ספר יעוואיטי. גם זה הוא אות, כי אין לב זרע המלוכה בארץ הזאת שלם עם פרוסיה ועם מעשיה אשר היא עושה, להכניע את היעוואיטים ולהשפיל כבודם עד לעפר. (פראנקרייך.) פה עוד לא נעשו חדשות והענינים מתנהגים בכבדות, כאשר היה קודם. במחוז מען — עט לויאירא נצחו הרפובליקנים את מתנגדיהם, והאיש מאלע אשר בחרו בו הרפובליקנים הוא הנבחר על פי רוב דעות לשבת באספה הלאומית, למורת רוח הבנפרטיסטים והנוטים אחרי ממשלת בורבאן, אשר אמרו לתת יד אחת ולעמוד מול הרפובליקנים אויביהם. לפני ימים אחדים יצא קול בארץ, כי המרשל מאקמאהאן, בימי נסיעתו בערי המדינה, בראותו באחד המקומות, כי מכל עברים יסובבוהו בקול קורא: תחי הרפובליק, דהה את דעתו מפני רצנ העם, ויקרא גם הוא בקולו: תחי הרפובליק; אולם מה״ע אשר רוח הממשלה דובר בם אומרים, כי אין רגלים לשמועה הזאת. אוהבי ממשלת מאקמאהאן מתאמצים בכל כחם לכונן את ממשלתו על יסודות חוקים; בכל ערי המדינה מרבים העם לבחר מתוכם אנשים רפובליקנים לשבת בסוד האספה הלאומית; את טהיער יכבדו בכל מקום בואו כבוד גדול ויקראו לפניו: יחי טהיער, תחי הרפובליק; וידי החפצים בממשלת מלך מלאות עבודה לשנות את פני הענינים ולהשיב את לב העם אל המלוכה; ומה תהי אחרית הסכסוך הזה — קשה להגיד מראש. (שפאניען.) חיל הממשלה חדשו את מעשי המלחמה עו הקרליסטים והממשלה עושה את כל אשר בכחה להכריע את המורדים; הגענעראלים מאריאנעס, לאזערנא וצאבאלאס יצאו בראש צבאותיהם מול הקרליסטים ביד רמה, ובכל מקום אשר יפגשו האויבים במערכה בשדה, נגפים הקרליסטים לפני חיל הממשלה; אולם בראות המורדים, כי לא יוכלו עמוד בקשרי המלחמה, אז הם נסים משדה המערכה ושבים להתחבא ביערות ובין ההרים ומרבים להרע ליושבי הארץ ולהשחית בנכסיהם. מן מאה ועשרים אלף אנשי החיל החדשים אשר אמרה הממשלה לקבץ תחת דגלה, עלתה בידה לאסוף אך ששים אלף; אולם גם בכח הצבא הזה תוכל להוריד עז מבטח הקרליסטים, אם אך לא תעמודנה ממשלות אחרות לישע להם. אפס עד היום עוד לא סגרה צרפת לפניהם את שערי ארצה לנוס ביום צרה; ומי יודע, אם לא תקום ממשלה שלישית להכריע בין ספרד ובין צרפת בענין הזה?"
021-HZF-1874-10-07-001-10303_toc_6,אשכנז.," עלתה לו לצנוח מתחת ידי נושאו ולהחיש מפלט לו אל היאור; אולם הציר מהר כרגע ויך את הבורח אל צדו בכידונו עם החוה אשר בראשו, ובזה עלתה בידו להשיגהו שנית ולהובילהו מן אי אבאיש (מרחק איזה מאות פרסאות מקאירא) אל בית מלאכות אנגליה במצרים, ושם עשו הנוסעים כל ההכנות הדרושות למען יוכל המוס לחיות על אדמת איראפא ואוירה, וביום 25 מאי 1850 הובא ללונדון בירת אנגליה. בכל הערים אשר עבר בהן סוס היאור נקבצו כל העם לראות את הבריאה הנפלאה הזאת; אך, להמת רוחם, לא ראו כי אם את ראש הערבי, אשר היה כל היום וכל הלילה עם הסוס בתבה העשויה למענו, ואשר לרגעים הוציא את ראשו דרך צוהר התבה לשאוף אויר חדש. הסוס הנפלא ההוא משך עליו אז את עין העם ביתר שאת, עד אשר מספר הבאים לראות את גן החיות בשנת 1850 היה 360,402 איש, בעוד אשר בשנת 1849 ההולכת לפניה היה מספרם אך 1168,895 סוס היאור הוא היותר בריא ושמן וכבד הרגל בכל בעה״ח אשר עוד עב להם. ראשו גדול ועגול מלפניו; פיו רחב מאד. צוארו קצר ועב ביותר; גופתו כבדה ושמנה למאד ורגליו קצרות ועבות, ארבע אצבעות ארבע אצבעות לאחת; קומתו משש עד שבע רגל, ארבו מעשתי עשרה עד שתים עשרה רגל, ומשקלו יעלה עד כדי 3000 ליטרא. אוהב הוא להתגלגל בטיט ומי מדמנה; בהוציאו את ראשו מתוך המים ינהם כשור פר ויעלה עשן מנחיריו המרתיח את מי היאור ועושה בהם אבעבועות; אמנם אך לעתים רחוקות יצא הסוס מן היאור ביום; ועל הרוב יוצא הוא בלילה לבקש טרף לו וישים שדות פוריות למדבר שממה, והוא לנגע לאנשי המקום אשר יגור שם. על בן אדם לא יתנפל, אם לא יתגר בו מלחמה ורק אם יבקש האדם את נפשו אז הוא עומד למולו; אמנם לאשר נבער הוא מאד מכל ההיות, על כן יבריחנו האדם על נקלה; ביותר הוא ירא מקול תרועה ורעש התוף. בשר הסוס, הרב במדתו ארבע פעמים יותר מכדי בשר השור טוב הוא למאכל; לשונו וחלב כליותיו הן מאכל תאוה. מעורו העב כשני צאללען יוכלו לעשות משלש מאות עד חמש מאות שוטים לסוס (פייטשען); ממלתעותיו אשר ארכן מאחת עד שתים רגל ומשקל כל אחת כשש ליטראות, יעשו כלים מכלים שונים, וגם שני האדם מעשי ידי אמן. לפנים מצא סוס היאור על חוף נילוס עד קצה הדעלטא; אך עתה יקר הוא במציאות על פני נילוס העליון, וביותר ימצא באפריקא העליונה ובסנגמביה. אשכנז. בערלין. לגן החיות (צאאלאגישען גארטען) אשר בזה הובא זה לא כביר מין היה אחת אשר לא נראה באיראפא קרוב לאלפים שנה והוא: סוס-הגילוס (גיל-פפערד). זכרון הסוס הזה בא ראשונה בכתבי הקדש, ועליו יאמר: „עצמיו אפיקי נחושה, גרמיו כמטילי ברזל תחת צאלים ישכב, בסתר קנה ובוצה״. הסופר הקדמון העראדאט יתאר את סוס היאור בדמות היה הולכת על ארבע ושוסעת שסע פרסות, מלתעותיה גדולות, בשניה ושער ראשה דומה היא אל הסוס המצוי, קומתה כשור פר גדול; עורה עב למאד, עד אשר יעשו ממנו ידים לחנית וכידון. סיקולוס יספר כי לצוד את סוס היאור יתאספו אנשים רבים, אשר יסובבו את הסוס בצנות וסירות דוגה וידקרוהו ברמחים הקשורים אל הבל בראשם האחד ואשר על קציהם השני ימצא חוה (ווידערהאקער). הרמהים עם החוח ירדו דרך עוד הסוס העב אל גוו, עד אשר ישטוף כל דמו ויעזבהו כחו. לפי דברי פליניוס, מקום משכן הסוס הזה הוא ביאור נילוס. בגדלו עולה הוא על התניו (קראקאדיל) והוא עושה שמות בתבואות הארץ ובכל יום יתור מקום מרעה ליום המחרת. מן החיה הזאת, תוסיף לספר הגדת פליניוס, למדנו ענין הקות הדם: אם ימצא סוס היאור מזון לו למכביר ואכל יתר מכדי שבעו וירגיש אח״כ כבדות רבה בגופ השמן, אז ילך אל החוף לבקש לו קנה רצוץ ויגרר בקנה ההוא עד אשר יבא בבשרו ויפצע את אחד מגידיו עד זוב דם למען ירוח לו כמעט, ואחרי זה יחמר את המקום הנפצע בחמר, בימי קדם הובאו סוסי יאור אחדים לעיר רומי לחצרות הקיסרים אשר התענגו לראות במלחמות החיות הטורפות זו עם זו. (במאה הארבע לספ״ה עזב סוס היאור את רבצו ויעתיק את משכנו אל ארץ עם השחורים בלעהם מחמס האנשים המבקשים את נפשו), ומנפילת קיסרית יומא עד שנת 1850 לא נראה עוד סוס היאור באיראפא. והנה אחרי אשר אנשי חברת ידיעת בעה״ח (צאאלאגישע עזעללשאפט) אשר בלונדון עמלו לשוא, בשנות הארבעים למאד הנוכהית, למצא את סוס היאור היקר במציאות על חוף אפריקא המערבית, שמו פניהם למצרים. הגענעראל-קונסול מורראה עמד לימינם בכל עז, ומושל מצרים בעת ההיא אבבאס-פאשא נעתר לבקשתו ויצו לציד סוס-נילוס צעיר ורך, ובחדש יולי עלתה ביד ליל חברת צידים אשר אך למטרה הזאת עשו דרכם אל יאור הלבן (ווייסען ניל) לתפוש על האי אבאיש סוס יאורי חי כבן שלשת מים. הסוס הזה אשר עתה יעלה משקלו יותר מכדי ארבע טאנן, היה אז קטן וקל עד אשר ראש הנוסעים נשאהו תחת זרועותיו אל האניה; אבל לאשר עוד הסוס הקטן היה לה וחלק מאד, לכן"
021-HZF-1874-10-07-001-10303_toc_7,עסטרייך.," עסטרייך. וויען 25 סעפטעמבר. העיר וויען צהלה ושמחה, חוצותיה תהמינה מהמון אדם רב לאלפים ולרבבות, אשר כזרם מים כבירים ינהרו ויאתיו מכל קצות העיר ואגפיה, ומגמת פניהם לחצר מסלת הברזל הצפוני. היכלי הרחובות: רינגשטראססע, אלפערנגאססע, פראטערשססראסע נדגלים ועדוים במדברים ועטרות פרחים, והם, הרחובות, מלאים אדם ומרכבות עד אפס מקום. לא ראתה העיר הבירה עתיקת הימים, שפעת בניה הנקבצים על פני חוצות רבה וגדולה עד אין מספר, כיום הזה. ומה יום מיומים? האם לקראת אנשי חיל וגבורי מלחמה השבים מנצחון מלחמתם, יקדמו פנים? לא, היום נכבדו אנשים גבורי רוח להגדיל חכמה ולהאדירה ואנשי חיל להקור תעלומות דעת, הלא הם האנשים, אשר לפני שלשת שנים ירדו הימה וילכו לתור את קצות הארץ בגבולות הציר הצפוני (נארדפאל). ועתה, אחרי אשר כבר במתים נחשבו, כי נסתמה כל שמועה מהם זה כמה, עתה שבו בריאים ושלמים ביום צאתם, לבד אחד מהם נעדר, אשר מת בדרך בירכתי צפון. מים הצפוני ומארץ חדשה אשר מצאוה בין הרי קרח ושלג עולמים מעבר לארצות נאוואיא זעמליא וגרענלאנד, ויקחוה לאחוזה לקיסר עסטרייך ויקראו לה שם על שמו פראנץ יאזעפס- לאנד. משם הם שבו, משם אשר רק יום אחד ולילה אחד בכל השנה, בי חציה האחד הקיץ הוא יום, וחציה השני החרף הוא לילה. משם אשר בלב הים איי קרה והררי קרח גדולים ונוראים עד למאד, ופני הארץ כפני שחת ואבדון, אשר לא דרכה עליהם רגל איש מראשית ימי קדם ועד הנה, רק שמה ושאיה בכל הארץ הזאת, מאין עץ יער וצמח שדה ומאין חיה ובהמה, כי גדול שם הקור עד למאד, עד ארבעים מעלות ומעלה. גם אניתם הטובה והמפארה נתקעה בהרי קרח אשר נגשו איש באחיו ובראות האנשים כי אבדה כל תקוה להמלט באניתם מן המצר הזה, ויעזבו את האניה ואת כל אשר בה, ורק מזון ומחי לשלשת חדשים למספר נפשותיהם טענו על עגלות חרף (שליטטען) אשר היו מוכנים להם, וישליכו נפשם מנגד וימשכו את העגלות וילכו ויעברו מרגב קרה אחד על רעהו עד הגיעם לחוף אר גרענלאנד, ויעלו עליה ויסעו הלך ונסע אל מול הדרום שלשה ירחים ימים. אין קצה לכל העמל והתלאה אשר מצאם, וכמעט אשר לא כלו כלם ברעה גדולה, מקור מיגיעה רבה ומחסד כל להשיב נפשם, עד אשר נקרתה שם אניה רוסית ותאספם אליה ותביאם אל ארץ נארוועגען. עד המעלה השמנים לרחב הצפון קרבו ויגיעו, ומשם והלאה לא מצאו עוד דרך לעבור. רב מכל התרים לפניהם את גבולות הציר הצפוני מעבר אמעריקא עשו האנשים האלה בני עסטרייך, עד המעלה השמנים לא קרב עוד כל אדם מבלעדם. (?) וביום הזה יום 25 סעפטעמבר בשעה ה׳ לפנות ערב, שבו האנשים ויבאו בשערי וויען, לקראתם יצאו כמעט כל יושבי העיר ולהם נעשה כל הכבוד הגדול הזה, ובהנשאם במרכבות נכבדות בי העם הרב, אשר כחומות נשגבות מלאו את כל פני החוצות, פרצה שאלת שלום וקריאת תהלה מפי מאות אלפים איש ואשה, והקול הלך וגדל עד אין לשער ולתאר. אברהם כהן קאפלאן."
021-HZF-1874-10-07-001-10303_toc_8, רוסלאנד,"  רוסלאנד קאוונא (בין כסה לעשור תרל״ה). מצב עירנו בכלל עוד לא החליף כח ולא נרפא מהמחץ אשר הכה בעברת הזמן, עוד דרכי המסחור שוממין סוחריה נאנחים, אך בתולותיה לא נוגות ולהלוקסוס לא מר כי הוא יצעד בצעדי און, ועל כל מדרך כף רגל נפגש אנשים החיים חיי עמל ואוכלים להם צר בביתם הוגרים שארית כחם להציל מיתר פליטת עמלם לפזר על עדיים שקי מלאי רוח וכל יסוד אין בם. — בנוגע למצב הצדקה בעירנו, יש פרטים אחדים, אשר אם אמנם עד תכלית הטוב לא הגיעו, אך יש תקוה, כי לא יארכו הימים ויבואו בשלום על מקומם; אך לעמת זאת יש ויש ענינים אחרים אשר גם המה היו יכולים להתנוסס לתהלה, ורק באשמת אחדים מאנשי העיר גבירים ומשכילים, החרדים לכל דבר טוב בהשקפה הראשונה ויחזיקו בו בשתי ידיהם; ולאט לאט יתקרר לבם בקרבם ויסגו אחור, וישאר הדבר בלי מנהל טוב וכשבלול תמס יהלוך. מצב הבקור חולים אם עדיין לא הגיע אל תכלית השלימות אם עוד הטהרה והנקיות לא שוררות שמה כמשפט, וגם אבדה גדולה נאבדה לו במות ה׳ אברהם נאוויאוסקי אשר בחייו היה מביט בשבע עינים על סדר הטהרה ועל הנהגת המשרתים, בכל זאת יש תקוה גם עתה, כי במשך הזמן יחדש כנשר נעוריו, לאשר הגבאים המפקחים על הבקור חולים לא יעפו ולא יגעו לשקד על דלתותיו להטיבו, הלא המה הגביר הר״ר תנחום חיים לעווינזאהן, והגביר המשכיל ונבון דבר הר״ר זאב וואלף פרומקין המה ינהלו את הבית בכל כשרון דעת, ולא לעתים רחוקות יקרה כי ישליכו את עסקיהם ומסחריהם מידם, למען התחקות על חסרונות הבקור חולים. לישרים כמוהם נאוה תהלה, ולו נמצאו עוד גבירי ומשכילי העיר ללכת בדרכיהם ולהיות לעזר למו, אז בזמן קצר הרימו את מצב הבק״ח בתכלית השלימות לתהלה ולתפארת. — לא כן מצב התלמוד תורה בעירנו. תחת אשר לפי ששה ירחים החל הבית לחלץ את אבני הנגע ויפשיט בגדיו המגואלים ויחליפם בבגדי כבוד, כי בהשתדלות המשכילים האחדים אשר חשו לעזרת בני הנעורים הדלים והיתומים, נעשו סדרים נכונים בחדרי הבית וישכרו מורים יודעי דעת ללמדם תושיה ומדע, וכמעט קוינו לחזות את הת״ת מתנוסס לתהלה כבתי ת״ת ביתר הערים הגדולות, אך קוינו לישועה ואין, כי טרם הציבו האנשים את מסד הבית על עמודים חזקים, טרם אזרו חיל לבער את הקוצים, עזבו את פקודתם, ויבואו אחרים תחתם, ומי המה הבאים? סרטנים בדמות אנשים ההולכים לאחור בצעדי און, הקוראים מלא אחרי כל דבר השכלה, ויחפשו תנואות להסיר את המורים. וכדרך כל המתקדשים, קראו את המורים החדשים בשם אפקורסים ויאספו אספה מאנשים הדומים להם, והמה חרצו משפט להסיר את המורים מפקודתם, ומי יודע את המורים אשר ימנו ויבחרו לבני העניים. ובאשמת מי יגועו נערי העניים מעצר רעה ויגון? הלא באשמת המשכילים אשר בחום לבם התעוררו מתחלה לחמלה ובזמן קצר נסנו אחור מהשגחתם ופקודתם, לעזוב את ההנהגה בידי אנשים המועדים להזיק. ומה ידאב לבנו, בידענו כי עתה כאשר יש מקור נאמן להכנסת הת״ת בלקחם מכסת כסף מדי חדש בחדשו מהדומע, ותחת אשר יש תקוה לרומם בית אלהינו זה, יקטן עוד כבוד הבית! ע״כ אליכם, משכילי וגבירי העיר, אקרא: עודו והתעוררו לקראת הדבר הגדול הזה בעוד לא אבדה התקוה ויש לאל ידכם להושיע, זכרו נא כי טוב בני העניים בידכם, ומחבוק ידים ושבת בעצלתים ימך המקרה, אם תחשו עוד ימצאכם עון ועתידים הנכם ליתן את הדין, בקשו צדק, בקשו משפט, והקימו מורים טובים לבני העניים אשר מהם תצא תורה, אז שמכם יעמד לדר דרים, ויהי רצון מלפני אל חנון, כי במהרה אשמיע בקהל, כי קמתם לתשועת אחיכם לרוחתם לישועתם. א״ן."
021-HZF-1874-10-07-001-10303_toc_9,רומניה.," רומניה. פאלטישען בחדש אלול תרל״ד. האיש אשר מרוכא הוא ביסורים ואין לך יום שאין קללתו מרובה משל חבירו ולפתע פתאום יראה אור מרחוק אל יאמין לבו כי טוב טוב יהיה לו מעתה כי בלי ספק האור הזה אור מתעה הוא, והוא בצרתו יהי עדי ישקיף ה׳ ממרום ויאמר לצרותיו די — זה כשני חדשים שמענו אנחנו יושבי ארץ מאפלי׳ כי הציר האנגלי החדש אשר בא זה לא כביר לבוקארעסט הטה אזנו לבקשת אחינו השו גאלדשמידט בלאנדאן לנסוע לערי ארץ רומאניה ולראות בעיניו הבצעקת היהודים הבאה אליו אמת ונכון הוא! רבה היתה שמחתנו, בשמענו הבשורה הטובה הלזו, כי אמרנו בלבנו: יהיה הציר מי שיהיה, אם רק איש באנשים הוא ועיניו לנוכח יביטו יבין וידע את אשר אנחנו סובלים תחת עול הגוי הזה, ובצפיתנו צפינו כי הציר הזה אם יבא אל איזה עיר אז יעמוד שם ימים אחדים לראות אם שם היהודי מנואץ הוא בכל הארץ ואם בתי המשקאות בהכפרים עומדים שוממים וכמה אנשים נשארו בלי משען לחם ואז יוכל להשיב אמרים אמת לשולחיו. אך את אשר קוינו לא ראינו! הציר נסע בלוית אחד סופרי מ""הע Da"" היו״ל בלאנדאן ובכל מקום בואו התעכב  כשתים או שלש שעות; ויתאכסן בבית שר העיר... בעיר יאססע והתמהמה יום אחד אך עם איש ישראל לא דבר; ובערים אשר בני ישראל התאמצו לדבר עמו ולהציע לפניו את כל מצוקותיהם לא יכלו, כי שר העיר עמד בפניהם. בבא הציר לעירנו התמהמה כשתי שעות, ואח״כ נסע למדינות בוקאווינא, גם בדרך הזה נלוח אליו הפרעפעקט. אך לאנשים אחדים מאחינו צלחה השעה לדבר עם הציר בעצמו כשעה תמימה והוא הבטיחם כי תצמח טובה להיהודים בנסיעתו זאת, אף הוסיף לאמר כי המלבושים הצואים הארוכים כמנהג אנשי פולין המה יעכבו גאולתנו; אמנם על דברי אחינו אשר שאלוהו: „מה לתבן את הבר אם יש בין עמים אחרים איש אשר ילבש כמנהג אבותיו, אם רק איש ישו נבון הוא, הלא לא יעלה על לב איש לפקוד עליו את עון בגדיו, החריש ולא ענה מאומה, והנה לדאבון לבנו, קראנו זה כשני שבועות מאמר אחד מהסופר אשר נלוה להציר ושם ישפוך חמתו על היהודים לאמר, כי ראוים המה לעונש יען יש ביניהם אנשים אשר נמשלו כבהמות נדמו, ובפרט הרבנים אשר ימוצצו דם ישראל, כזה וכזה יפער הכותב הזה פיו לבלי חוק ורוצה לבלענו חנם! אוי לאותה בושה! כל איש אשר עינים לו יראה איך שנה הסופר ברואה ולא ידענו מי ומה עוד את עיניו... מה לנו ולרבנים! ובמה ימוצצו דם ישראל, הבזה אשר ישגיחו על קיום התורה והדת? האם לא ירימו קולם להגיד לבני ישראל: למדו נא לבניכם שפת רומענית עם שאר השפות החיות, האם ימצאו כעת בינינו אנשים אשר ילמדו לבניהם ובנותיהם רק שפת עברית ולא רומענית? ואם גם ימצאו הלא מעט מספרם ונער יכתבם, עד אשר לא אאמין אם גם אחד ממאה מן הדור החדש אשר יקום לא ידע קרוא רומענית! ומה היה להכותב כי כה נשא במרום קולו על הרבנים? ומי הגיד לו את כל אלה? האם עמד בכל עיר ועיר לראות מצוקות העברים וצרותיהם? האם בקר בתי הספר אשר לבני ישראל כמעט בכל עיר ועיר לראות איך הבנים ילמדו וידברו שפת רומענית ואשכנזית בכל אות נפשם! אך לשקר עשה לו האיש הזו עט סופרים! מאיר יוסטער."
021-HZF-1874-10-07-001-10303_toc_10,אפריקא.," בערב יום ההוא התנפל ההמון על איש עברי המתהלך לתמו עם איש אטליני וידו אבן בם וירבו פצעיהם חנם, עד אשר נחלו האנשים ויפלו למשכב. דברים כאלה יקרו שם יום יום ובעלי הפקודות עומדים מנגד; אך לעתים לא רחוקות יעמוד הקונסל הספרדי ה׳ סאן פעדרא בפרץ ויאיץ בממשלה להעניש את הפושעים, והיא תשמע בקולו. מספר היהודים היושבים בעיר הזאת הוא 1,500 נפש אדם, ומהם אך שבע או שמנה משפחות עשירות הנה, והנשארים הם עניים היודעים מחסר גם בצרכי האדם היותר נחוצים. אפריקא. מאראקא. לפי דברי אחד הסופרים מעיר זאאפי מצב היהודים בעיר ההיא רע הוא מאד, כי גדולה שנאת העם אליהם והם רודפים אותם באף ובהימה, ביום הג המושלמנים 2 מאי התהלכו שתי מאות איש ברחובות קריה בקול המון חונג, וישליכו אבנים גדולות על היהודים, אשר התראו ברחוב או הרשו לעצמם לגשת אל החלון להביט החוצה."
