article_id,headline,text
021-HZF-1874-07-29-001-10232_toc_1,," מאיר ממנור 8 4 ר""ט לשנה. 1 לרבע שנה א ה בעסטרייך 8 פלי לשנה.  2 פלי לרבע שנה. שכר מודעות: מכל שורה 4 ז״ג. I"
021-HZF-1874-07-29-001-10232_toc_2,," e מע מעט מ  ברוסיא ופולין. לשנה 5 רו״כ. לרבע שנה 1.25 רו״כ. ביתר הארצות 20 פראנק. ה לרבע שנה, 5 פראנק. S"
021-HZF-1874-07-29-001-10232_toc_3,מכתב ע ת י מ שמ י ע חד ש ו ת ? בקרב עם י...," ם מכתב עתי משמיע חדשות בקרב עם ישרון מכל הדברים הנוגעים בעניני המדינות, דברי חכמה ומדע, ידיעות העולם והטבע. יוצא לאור אחת בשבוע, מאת"
021-HZF-1874-07-29-001-10232_toc_4,"ה
. 
תוכן הענינים.
ה
א"," ה .  תוכן הענינים.  א דברי הימים, דייטשלאנד, בערלין מאת פל״ה, עסטרייך, וויען, מאת מ״ץ, יאראסלאוו, אבנר שפיעלמאן, פרנקרייך, פאריז, מאת נ״ץ, רוסלאנד, ווארשא מאת בערוש ראזענפעל, לאדז, רומעניען, ברלאד, מאת ה׳ אייזיק טויבעם, מאראקא, חדשות שונות, ידיעות העולם והטבע, החוש והשכל, מאת המו״ל, מכתבים מזיטאמיר, מאת ח״י גורלאנד, מגורשי ווין, מאת לי לאנדסהוט, הודעות."
021-HZF-1874-07-29-001-10232_toc_5,דברי הימים.," דברי הימים. (אשכנז.) המקרה הנודע בעיר קיססונגען פקח את עיני הממשלה על מעשי האולטרמנטנים ותצו על כל פקידיה להביט על בני הכת הזאת בעין חודרת. רבות מחברות הקתוליקים סגרו על מסגר. בבתי כהנים רבים חפשו פקידי הפאליצייא ובדקו אחרי כתביהם, וכל דבר אשר משך עליו עין חשד נשלח לבית המשפט לידי המשפט הגבוה. כפי הנשמע שלחה הממשלה אניות מלחמה שלה העומדות אצל האי וויגהט לעשות דרכן אל חוף צפון ספרד ולהשאר שם זמן מה. — בלי ספק להגן על ילידי אשכנז המתגוררים שמה. (צרפת.) כל שואפי חרשות וכל יודעי בינה לעתים הזו עתידות למו, כי בימים האלה תצמחנה חדשות נכבדות בצרפת. החקירות והדרישות אחרי מעשי הבנפרטיסטים, אגרת המארשאל מאק מאהאן אל האספה הלאומית, אחרית המיניסטרים אשר היו תלוים בשערה זה ימים, והצעת הנבחר פעריע הם המה הדברים אשר נתנו קטורה באף יודעי העתים ליחל בכליון עינים למעשי האספה הלאומית בימים האחרונים, בהאמינם, כי מן המעשים האלה יצא משפט עם צרפת וממשלתו, והמה ישימו קץ למבוכה הגדולה השוררת בארץ זה ימים רבים, ויתנו לה מנוחה על שבע שנים בחיק הרעפובליק תחת יד „איש הצבא התמים"" מאק מאהאן. והנה עברו הימים האלה, ימי תחלת ממושכה, וצרפת לא צעדה אף צעד אחד יותר אל המנוחה מבתחילה, ועדנה לא נדע מה תהיה אחרית הממשלה הנוכחית. החקירות אחרי אוהבי בית הקיסר נסבו ותעלינה למעלה ראש, ולפי דברי מה״ע הן היו בעוכרי המיניסטרים שר הפנים פורטו ושר האוצרות מאיין ותלחצנה אותם להתפטר ממשמרתם ולצאת מאת המיניסטריום, כי אחרי אשר לב השרים האלה נוחה בסתר אחרי אדוניהם מבית באנאפארט, הנה לא אבו להסכים עם דעת שר הפאליצייא רענא, כי נחוץ להביא את דבר רועד (אשר כבר דברנו אדותיו) ויתר הבנפרטיסטים עד בית המשפט; וכאשר החזיק רענא בדעתו ויאמר לעזוב את כהונתו אם לא יתן המארשאל אזן קשבת להצעתו, היו שני המיניסטרים הנזכרים אנוסים להניח את שרביט הממשלה מידיהם לפי שעה; ומי יודע אם לא תגענה החקירות בעוד ימים גם עד שני השרים האלה, ואם לא תורידם אהבתם לממשלת הקיסר מכסא כבוד של יועצים ומחוקקים עד ספסל ולא זאת בלבד גרמה לו למאיין לרדת מגדולתו, רק גם יד מס המלח היתה בזה, כי אחרי אשר להממשלה יחסר כעת כסף רב, אמר המיניסטער הזה למלא את אוצרותיה ע״י מס גדול על מלח מבלי שים על לב, כי יהי הדבר למשא כבד על העניים בעם. נבחרי האספה הלאומית הסכימו ברוב דעות להרחיק את המס הזה: ואף כי האדון מאיין איננו מן האומרים: תבטל מלכותי ואל תבטל נזירתי, בכל זאת לא יכל עוד להשאר על משמרתו, אחרי הראות האספה בעליל כי דעותיה שונות מדעות יו ולא תוכל לתת אמון בעלילותיו לטובת אוצר המדינה. על מקום המתפטרים הפקיד הפרעזידענט מאק מאהאן את הגענעראל שאבא - לאטור לשר הפנים, ואת הנבחר באדע לשר האוצרות. בין כה וכה והעת באה לשא ולתן בדבר הצעת הנבחר קאזימיר פעריע לכונן רעפובליק מחלטת בארץ, וביום 23 לחדש זה בא זכרה לפני הנבחרים. והנה בעוד אשר רבים נבאו לה עתידות טובות ויחליטו כי כון פעריע את השעה ומצב הענינים נוטה להצעתו, יצאה ההצעההוא ת מאת אמנם אסר איסר על המסחור הזה, אפס לא בדבר שפתים לבד יוכרו ויוכחו הערביאים הרשעים אשר כחיתו טרף יארבו ויצפנו לנקי חנם; ובלי כל מורך ופחד מביאים עבדים לחופי המערב מים האדום, ושמה יעלום מאניותיהם על היבשה למכרם. בסוף מכתבו אמר הסופר: אם באמת ובתמים תחפוץ ממשלת אנגליה לשום קץ למסחר אד הזה, עליה להושיב איזה צירים בערי החוף מים האדום, ולהעמיד תחת פקודתם אניות מלחמה, למען יוכלו ליסר את גוגבי האדם, ולהוציא בלעם מפיהם. האספה הלאומית וידיה על ראשה, כי הרחיקוה הנבחרים ברוב של 41 דעות. אבל לא לחנם התנגדו הנבחרים להצעה הזאת, אשר באמת השעה צריכה לה, כי יום אחד לפני זה הודיע הפרעזידענט מאק מאהאן את דעתו גלוי ומפורש, כי אין נפשו לרעפובליק וכי חפץ הוא להשתרר בארץ על פי החקים הטובים בעיני נבחרי צד הימין (המחזיקים בישנות), באשר הם ולא אחרים הפקידו את השלטון בידו על שבע שנים ביום העשרים לחדש נאוועמבער בשנה העברה; ולרגלי ההודעה הזאת חוו נבחרים רבים את דעתם נגד הרעפובליק, בעוד אשר לפני ימים אחדים עמדו לימינה בכל עז, כי נפל פחד הממשלה עליהם. ויהי כראות הנבחר מאלעוויל כי לא נעשתה עצת פעריע, ויציע בשם שלש מאות נבחרים לפני האספה, כי יתפטרו כל הנבחרים ממשמרותיהם ויניחו מקומם לאחרים אשר יבחר העם תחתם עד חדש זעפטעמבער הבא; אבל נם גורל ההצעה הזאת לא היה טוב מגורל הצעת קאזימיר פעריע, כי שבה אחור ברוב מנין. עתה ראו הנבחרים את משוגתם. בשנה העברה בארבעה ועשרים לחדש מאי הדיחו את טהיער משאתו וימנו תחתיו לראש עליהם את „איש הצבא התמים"" מאק מאהאן, בהאמינם כי יהי המארשאל רך כקנה ונוח להטותו לכל אשר תחפץ האספה; והנד מה עשה התמים הזה? משך את הבנפרטיסטים ידו ואחרי כן השליכם אחרי גוו; צוה במפגיע על האספה ליסד ממשלה הטובה בעיניו; את השרים הרעים בעיני הנבחרים החזיק על משמרתם ככל העולה על רוחו, וכל אלה עשה בהיותו נשען לא על חפץ העם ובחירתו, כי אם על הרבות חיל הצבא וכלי התותח. מה נואלו מחשבות בני איש! (ספרד.) והקרליסטים הולכים וחזקים. לפני ימים אחדים נכבשה לפניהם העיר היותר נכבדה בקסטיליה החדשה — קוענסא; ומשם יפתח להם הדרך העולה מאדרידה, עד אשר יוכל היות כי נכנו להממשלה עוד הפעם ימי בילבאא וסאמאראסטרא. כל כתבי העתים באייראפא צועקים המס ומתמרמרים על הרציהות והאכזריות אשר יעשו הקרליסטים, ברוכי פיום התשיעי, בכל מקום בואם; וכותבי העתים האשכנזים פוקדים עליהם את עון האפיצער האשכנז שמידט אשר המית דארעגארע בין יתר השבויים. והנה נשמע קול מאחורי הפרגוד, כי שלחו הממשלות את דברן אל צרפת ויבקשוה לבל תוסיף עוד לתמוך בידי המרצחים ולתת להם ידים לנוס אל ארצה בעת צרה, כאשר עשתה עד כה; אבל מי יודע אם תמלא ממשלת צרפת אחרי הבקשה הזאת באמונה ובתם לב. הגענעראל סאבאלא לא יצא עוד להלחם במורדים; ומי יתן ועלתה ביד שה הצבא הזה, אשר בו כל תקות ספרד לעת כזאת, להכניע את המורדים ולשים קץ לתואנות „המלך קרלום"" בן ברית הכהנים הקתולים ולהמס גדודיו ואנשי חילו הריקים והפוחזים. (ים האדום) מסחר העבדים אצל ים האדום עוד הוא בתקפו כמלפנים, וכל עמל ברטניה להסיר הנגע הזה מבשר האנושית, היה עד הנה ללא עזר וללא הועיל. סופר אחד מעיר יעדדה כותב משם כדברים האלה: חופי ים האדום מלאים נפשות אדם, אשר הובאו שמה להמכר לכל המרבה במחירם. העבדים האביסיניים יבוקשו מהקונים ביותר, ויביאו מקח יותר טוב על השוק משאר עבדי אפריקה. הערביאים גוגבי נפשות אלה, מביאים אותם באונם בברית דתם, ומספר העבדים האומללים המקבלים עליהם עול דת מהמד בשנה אחת, רב ממספר כל אלה אשר התנצרו בחמשים שנה האחרונות ע״י מסיתים. משנה מלך מצרים"
021-HZF-1874-07-29-001-10232_toc_6,דייטשלאנד.," דייטשלאנד. ברלין למכ״ע נירענבערגער פרעססע „כותבים מן Ulm כדברים האלה: זה שלש שנים וששה חדשים מצאו באכסניא בכפר עבערסדארף אצל עבענגין במדינת ווירטעמבערג שפחה אחת אשר לנה שם, מתה במטתה בצואר מוחתך, וההפצים והבגדים שלה נאבדו. ולא היה שום ספק בדבר שנרצחה בלילה לגזול מאתה רכושה וכל אשר לה. כל השומע את השמועה וביחוד שוטרי המשפט דרשו וחקרו היטב אחרי הרוצח כדי לענשו בעונש הראוי לו. החשד נפל על איש יהודי אחד סוחר משם ושמו שמואל ווייל אשר לן בלילה ההיא ג״כ באכסניא זו, מחמת שהרופאים דמו להכיר בחתיכת הצואר שהיא מעשה ידי אומן הרגיל במלאכת השחיטה ושמואל ווייל היה מלפנים שוחט. האיש ווייל הושם במשמר, וכאשר חפשו בבית אחר החפצים שנאבדו, מצאו שם באמת איזה מהחפצים שהיו שייכים להשפחה ונגזלו מאתה בלילה ההוא. ווייל חוקם למשפט, וכאשר שאלו אותו על כל זה ענה מקירות לבו אלהים יודע שאני נקי מכל עון ואשמה, ידי לא שפכו את הדם הזה ועיני לא ראו, ועל אודות החפצים אשר מצאו בביתו אמר שקנה אותם מאיש אשר לא נודע לו כמו שרגילים סוחרים כאלו לקנות ביום השוק מכל האנשים המביאים להם למכור חפצים כאלו מבלי לשאל אותם בשמם ומי המה. הקטיגור (שטאאטסאנוואלט) אשר עמד כנגדו בבית המשפט הודה בעצמו שהוא דבר אפשרי שהאמת בפיו, וביחוד בעבור שהאיש ווייל נודע לאיש אמת והולך תמיד בדרך הישר, ולא נשמע עליו שום מעשה רע מימיו, גם היה לו איזה רכוש אשר רכש ביגיע כפיו, ולא היה צריך כלל לעשות נבלה כזאת לרצוח נפש למען גזול מאתה חפצים כאלו שאינם שוים כי אם סך מועט. אך כל זאת לא הועילה לו. השופטים הנשבעים להוציא הדין לאמתו כפי היושר והצדק המדומה לעין שכלם וישרות לבם ענו ואמרו פה אחד חייב! ושוטרי המשפט חרצו את דינו למות. רק אבינו שבשמים אשר לב מלכים ושרים בידו לנטותם לאשר יחפוץ, נתן בלב המלך עליו לטובה להנטותו לתהיה, וכאשר הקריבו את משפטו למלך נטה עליו חסד ופטרו מעונש מיתה והושם במשמר על כל ימי חייו בבית כלא בעיר לודוויגסבורג — אחרי עבור שלש שנים ותפעם רוח הרוצח האמתי עליו ולבו נקפו ולא יכל לנשא עולה כזאת, ויבא בעצמו לבית המשפט ויודה את חטאו והמעשה אשר עשה, ויבוקש הדבר וימצא בכל פרטי הענינים שהוא היה הרוצח באמת ושהאיש ווייל הוא נקי מכל וכל, ויוציאוהו מן המשמר לחפשי ויודיעו את הדבר לעין כל שהוא איש כשר ונחשד לחנם וכבודו במקומו מונח — אך מי ימלא לו אימת מות אשר ענה בה בטרם נודע ו כי נטה המלך את חסדו עליו? ומי יגמול לו שלשה שנים אשר ישב בבית כלא בין יושבי חושך וצלמות, ואת פושעים מנה, וחרפת רוצח נשא על שכמו על לא חמס בכפיו? השופטים הנשבעים על דבר אמת ונרמו ע״י „חייב"" שלהם להוציא משפט מעוקל כזה יתנו אל לבם, כי המשפט לאלהים הוא! פל״ה."
021-HZF-1874-07-29-001-10232_toc_7,עסטרייך.," עסטרייך. וויען. ברב הוד והדר נתחנך פה קרית מלך רב בירח העבר „בית יתומות"" לב״י; וגם שרים גדולים ונכבדים אשר לא מב״י המה, באו לחדות בשמחה בקדושת יום החנוך הזה. בין השרים האלה היה, שר המדינה ברון קונרד פ׳ אייביספלד, וראש הפוליציה מרקם. בחדר המאכל של הבית הזה, אשר עטרו אותו בציצים ופרחים עד כי נהפך לגן מלא פרחים, וייפו אותו בתמונות הקיסר והקסרית אשר הצינו שמה, התאספו כל הבאים לחוג את חג החנוך; וראש בית היתומות האדון ריטטער פאן ווערטהיימער נשא מדברותיו לכבוד היום, וידבר בתחילה על מפעלות החברה אשר התיסדה בשנת 1860 לתמוך בידי יתומים ויתומות, ויספר לפני הנאספים, כי מאז התיסדה עד היום, עזרה החברה בידי אלף ילדים כאלה, וגם עתה, מבלעדי הבית הזה, תתמוך החברה בידי 160 יתומים ויתומות. אחרי זה דבר על הבית הזה ועל מיסדיו, ויאמר: הבית היתומים הלזה הנאדר בתפארה והכלול ביפיו והדרו, הוא נדבת יחידים, נדבת נדיבי לב המפורסמים בצדקת לבם ויקרת רוחם, צנתרא דדהבא המוריקים זהב מעליהם לכל דבר שבקדושה, המה האחים גוטמאנן, אשר קנו הבית הזה הכינו מכספם כל הנדרש בו לעשותו לבית יתומים, ויתנוהו נדבה בעד הדבר הטוב הזה לזכרון אבותיהם נ״ע. אחרי כלה ראש הבית מדברו, הביאה מנהלת הבית פלורה ברוק ורעותה יוליה פיק, את הילדות, כלן מלובשות בסגנון אחד, אל הבית אשר היו שם הנאספים, וכאשר נכנסו כלן, פתחה ילדה אחת בחכמה את פיה, ותשר שיר אחד, המדבר מיתומים אשר חובר מאת דר׳ קומפרט לכבוד היום הזה ונקרא בשם ילד יתום״. גם הרבנים והמטיפים דברו בקדושת הבית, ובשבח מיסדיו, ובשבח כל החברה, ושמחת החנוך תמה. מ״ץ. יאראסלוו בירח תמוז. מעיר מצער ווילקאטש הסמוכה לעירנו שמענו זעקת שבר וקול יליל נורא למאוד יען העיר נשרפה כמעט כלה באש. יותר מששים בתים היו למאכולת התבערה הגדולה. הבהכ״נ ובהמ״ד עם ספריהם הרבים והיקרים במציאות אכלו הלפידים והלהבות המחריבות אשר לא שמו חוק וגבול למהפכה הנוראה. אכרים רבים באו מחוץ לעיר לשמח בדאבון אחב״י אשר שלחו תפלתם לאל יושב מרום כי ושים מעצור לחרון אפו. — ולא רק זאת לבד היתה מטרת האכרים הבאים העירה רק גם הלכו בחוצות העיר וגם בחלונים באו כגנבים והמסו ושמו בכליהם כל אשר מצאו ידיהם. ועתה העיר ווילקאטש הוא כמהפכה (רואינע) ויושביה אומללים עד מאד — וכל לב דוי! ולכן אחינו ב״י אל תעמודו מנגד הביטו כי יושבי העיר אשר נצחה באש נמצאים עתה בתהום הצרות והתלאות, ועטי לא תוכל לחרות גודל צרות האלה עלי לוח! פרשו נא כפיכם ופזרו כסף ליושבי העיר איש כפי מתנת ידו וה״י הטוב יזכרכם לטוב! אמן! אבנד שפיעלמאן. ״ג   . ל"
021-HZF-1874-07-29-001-10232_toc_8, פראנקרייך.,"  פראנקרייך. פאריז. לכבוד הרב המו״ל. מבוכת ארצנו הלך תלך ותגדל והאספה הלאומית בווירזילל היא כסיר נפוח וכמימי הנהר סמבטיון בימי החול. מעת קרא נפליון השלשי המלחמה על ארצנו ותעל ותעש שמות בארץ, עדנה לא ראינו בטובה, כי תחת מנוחה באה מבוכה, והננו שבעי עמל בארץ. יורשי בית בונופרט, בורבן וארלינס, כל אחד ואחד מתהפך בתחבולותיו לעלות על כסא צרפת, ולהחזיק שבט הממשלה בידו, ומק-מהן יושב על כסא נשיאותו וישחק ילעג למו — ואת נבחרי העם ידבר רתת לאמר: אם בל תתאחדו ביניכם להקים ולכונן הממשלה בידי על שבע שנים ברצון, אכוף אתכם עד שתאמרו רוצים אנחנו, ולו העוד ותעצומות, באשר שר צבא הנהו, וכל צבאות צרפת כפופים לו, להוציא הדברים האלה מכח אל הפועל. בין כה וכה מהומה ומבוכה בארץ, ורק היודע נסתרות יודע את הצפון בחיק העתיד לעם צרפת חדשות מחיי היהודים פה, רק מעט הנה כעת. נדיבי ישראל ירבו להיטיב ולעשות צדקה וחסד כאשר הסכן הסכינו תמיד, חכמי וסופרי ישראל עוסקים בתורה וחכמה, וכיחידים כן החברות בל תטנה מדרכן אשר סלו להן, ובפרט החברה הגדולה והנכבדה חברת „כי״ח"" ככחה אז בימי שלות צרפת ואשרה, כן כחה עתה. אפס גם מצה ומריבה נשמע בין העברים פה. לא מריבת חסידים עם מתנגדים, אורתדכסים עם ריפורמים, אך מריבת אשכנזים עם ספרדים, ומעשה שהיה כך היה: הקונסיסטריום הישראלי חפץ לאחד הספרדים עם האשכנזים, ולבנות למו בהכנ״ס אחד ויען שמספר האשכנזים רב ממספר הספרדים, הציעו ראשי הקונסט שמנהג התפלה בבהכנ״ס החדש יהיה מנהג אשכנז כמו ביתר בתי כנסיות לתפלה בעיר פריז. אפס הספרדים מאנו בזה, ויתלוננו על הקסט׳ ועומדים על דעתם ובל יחפצו לעזוב מנהג אבותיהם, ולכן עליהם לשאת משא צבורם לבדם מבלי עזר הקסט׳ באשר המה המעטים המתפרדים מן הרוב. האקדמיה הצרפתית קצבה מחיר 3000 פרנקים לכל מי שיכתוב ביבליה גרפיה*) מא״י מזמן המאה הרביעית לספהנו״צ עד היום הזה. להמנה היפה הזאת (טשו חכמים רבים עיניהם, אפס מכל החכמים הכירה האקדמיה, כי המחיר הזה ינתן להיהודי משה שוואב ולהאדון קט, באשר ספריהם היו היותר טובים ומדויקים. הממשלה בארצנו, גם שיח וגם שיג לה עם אמונה, ותדאג עד למאד בעד אושר נפשות עמה. כאשר בנתה זה לא כביר בית סוהר גדול בעיר ננטיררן, הכינה שמה גם שלשה בתי תפלות, אחד לקתולים, אחד לפרוטסטנטים, ואחד ליהודים. בטרם אכלה מכתבי זה, לא אמנע מהודיע לקוראיך מבאור חדש על ספר דניאל אשר הוציא לאור פה כומר אחד קתולי. בבאורו להלום דניאל (דניאל קפ׳ ז') יאמר, כי היוה רביעא, וקרנין עשר לה"" (שם ז') אשר ראה דניאל בהלום, רמו על ברית אשכנז, „קרן אחרי זעירה סלקת ביניהן ותלת מן קרנוא קדמיתא אתעקרו מן קדמיה (שם 8) רמז על מלכות פרוסיה, „וקטלית היותא והובד נשמא וכו"" (שם 11) רמז על הגרף שמבורד. והנבואה הזאת תתאמת (לפי דעתו) בהמשך הימים עד 21 לירח אוקטבר משנה הבאה. זאת תורת האולטרמנטים בארצנו! אין כל דבר קדוש אשר א יחללוהו אם רק יחשבו להגיע בזה אל מטרת חפצם. אולם כל פעלם מאפע, הבל ותהו נסכיהם, כבר האיר ה׳ עיני העמים . *) מכל הספרים המדברים. לראות את אור החכמה כי טוב, ובל ישעו עוד לדברי הבל ורעות רוח של מורדי אור אלה, ואם עוד רבים המה המאמינים במו, אך רבים המה נגדם מאשר אתם. N.2."
021-HZF-1874-07-29-001-10232_toc_9, רוסלאנד,"  רוסלאנד ווארשא. מנחם אב תרל״ד. בעיר סעדלעץ הסמוכה לעירנו היתה שרפה גדולה ונוראה אשר אכלה את כל קצות העיר. האש יצאה מבית אופה יהודי ותאחז בארבע פנות העיר, ובין לילה אחד היו יותר משלש מאות בתים לשרפה מאכלת אש, ובתוך הבתים גם רכוש רב גם נפשות אדם — ילדים אחדים ואשה אחת אשר לא יכלה למלט נפשה, עלו על המוקדה. בין יתר הבתים אכלה האש גם את ביהכ״נ הבנוי לתלפיות בעירנו, גם ביהמ״דר הכלול בהדרו היה לברות למלתעות האש, לבלי השאיר ממנו שריד, רק ספרי התורה נצלו מן התבערה. אמנם האש עוד לא אמרה הון בכל אלה ועוד נטתה ידה ותאכל כמעט גם כל יתר בתי העיר עד תומם. והנה כבא השמועה המעציבה לעירנו ע״י הטלגרף, שלחו מווארשא על מסלת הברזל את חיל המכבים עם כליהם, ובשעה השנית אחרי חצות לילה באו לעירנו; אך לא לעזר ולא להועיל, כי לא מצאו המכבים מים בעירנו די כבות התבערה. אין מלים בפי ואין כח בעטי לתאר את האסון הנורא אשר קרה את עיר סעדלעץ; כל עובר ישום וישרוק למהפכה הנוראה אשר הפכה ד׳ בין לילה. יותר משתי מאות וחמשים משפהות שוכבות על פני השדה באין מקום ללון; גם על עשירים רבים רבים נהפך הגלגל כי אכלה האש את כל רכושם והנם נאלצים כעת לבקש עזרה בצרה. עודו נא אחב״י בכל מקומות מושבותיכם, יכמרו נא רחמיכם ועמדו לישע אחיכם הנדכאים, אשר יד ד נגעה בהם, למען יוכלו להקים הריסות בתיהם ולהתפרנס מיגיע כפם! ועל טוב יזכר שם ראש שרי המחוז הגראף קאטצעבוי, כי ממחרת יום השרפה שלח שלשת אלפים ככרות לחם וכסף רב לחלק בין העניים האומללים; וגם רב תודה וברכה להאפרתים הנכבדים מפה, אשר גם המה עשו צדקות איש כמסת ידו ויסעדו לבות הנדכאים למען לא יגועו ברעב. ישיב להם ד׳ כגמולם. בעריש דוד ראזענפעלד.  לאדז. במה״ע „גאלאס"" מודיעים, כי לפני ארבעה ירחים הביא אחד האכרים לכפר לאדזייא (גוב' סובאלק ברוסיה) גופת איש יהודי מת מכפר הסמוך, למען קברו בקבורות ישראל בלאדויי אבל קהל היהודים שמה מאנו לתת מקום להמת בקברותיהם, יען כי יצא עליו איזה שם רע בחייו, ואך בזאת נאותו ראשי הקהל לקברו, אם ישקלו יורשי המת על כפיהם כסף רב. האכר הוביל את המת אל אחותו היושבת כברת ארץ מן הכפר; אבל גם היא הקשיחה לבה מאחיה המת ולא נתנה את האכר לבא הביתה. כזאת קרה להאכר בכל מקום באו עם המת לקברו, עד אשר באחרונה שלמו היורשים את הכסף הדרוש לראשי הקהל בלאדויי ובזה בא הקץ לגדודי המת בארץ החיים. כעת בא הדבר עד בית המשפט בסייני. והנה קשה עלינו מאד להאמין, כי נהיתה כזאת בישראל; אף ידענו את הנאלאס ואת שיחו, כי לא כל דבריו אמת וצדק; על כן הננו מבקשים את מודעינו במקומות ההם להודיע לנו שרש דבר הענין לאמתו."
021-HZF-1874-07-29-001-10232_toc_10,"רומניה.
."," רומניה. . ברלד בירח אב. קראתי במכ״ע פרייע פרעססע"" בשם „היעווש קראניקל"" כי מחמת מחאת הקונסלים לא הביאה הממשלה את הסעיף 8 מחוק המשקאות לפעולת אדם. ההודעה הזאת בשקר יסודתה, כי בכל ארץ רומניה אין אף יהודי אחד המוכו משקה על שמו. ואם רבים מאחב״י יושבי כפרים קבלו ליצנציה ע״ש נוצרי אך אין הנזק, מהעבר הנוצרי אשר יעשה להבעה״כ היהודי, ואשר הפקידים היודעים מזה ימוצו אותם, שוה בריות המעט אשר היהודי מרויח ממשקהו. באיזה מחוזות, גם הדבר הזה לא הרשו הפקידים מהממשלה ליהודים ובכלל רבה העזובה בכל הארץ. אייזיק טויבש אב״ד פה והגליל."
